service,method,path_norm,fe_files,be_files,notes
public-api,GET,/MAAROUF/{PARAM},,bthwani-project-main/backend-nest/src/modules/maarouf/maarouf.controller.ts,BE-ONLY
public-api,GET,/MARKETER/COMMISSIONS/PENDING,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/COMMISSIONS/STATISTICS,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/EARNINGS,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/EARNINGS/BREAKDOWN,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/FILES,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/NOTIFICATIONS,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/OVERVIEW,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/PROFILE,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/REFERRALS/MY,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/REFERRALS/STATISTICS,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/STATISTICS/MONTH,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/STATISTICS/TODAY,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/STORES/MY,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/STORES/{PARAM},,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/STORES/{PARAM}/PERFORMANCE,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/TERRITORY/STATS,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/VENDORS/MY,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETER/VENDORS/{PARAM},,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,GET,/MARKETERS/COMMISSIONS/MY,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,GET,/MARKETERS/MY-COMMISSIONS,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,GET,/MARKETERS/PROFILE,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,GET,/ME,,bthwani-project-main/backend-nest/reports/API_DOCUMENTATION_PROGRESS.md;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md;bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,GET,/MERCHANT,bthwani-project-main/admin-dashboard/src/api/merchant.ts,,FE-ONLY
public-api,GET,/MERCHANT/ATTRIBUTES,bthwani-project-main/admin-dashboard/src/api/merchant.ts,,FE-ONLY
public-api,GET,/MERCHANT/CATALOG/PRODUCTS,bthwani-project-main/admin-dashboard/src/api/merchant.ts;bthwani-project-main/vendor-app/src/api/merchant.ts,,FE-ONLY
public-api,GET,/MERCHANT/CATEGORIES,bthwani-project-main/admin-dashboard/src/api/merchant.ts,,FE-ONLY
public-api,GET,/MERCHANT/PRODUCTS,bthwani-project-main/admin-dashboard/src/api/merchant.ts,,FE-ONLY
public-api,GET,/MERCHANTS,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/ATTRIBUTES,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/CATALOG/PRODUCTS,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/CATALOG/PRODUCTS/{PARAM},,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/CATEGORIES,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/PRODUCTS,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/PRODUCTS/{PARAM},,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/STORES/{PARAM}/PRODUCTS,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/{PARAM},,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md;bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/MERCHANTS/{PARAM}/PRODUCTS,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,GET,/METRICS,bthwani-project-main/backend-nest/test/e2e/app.e2e-spec.ts,bthwani-project-main/backend-nest/src/modules/metrics/metrics.controller.ts,OK
public-api,GET,/METRICS/JSON,,bthwani-project-main/backend-nest/src/modules/metrics/metrics.controller.ts,BE-ONLY
public-api,GET,/MODULES,,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,BE-ONLY
public-api,GET,/MY,,bthwani-project-main/backend-nest/FINAL_ACTION_PLAN.md,BE-ONLY
public-api,GET,/MY-ERRANDS,,bthwani-project-main/backend-nest/src/modules/akhdimni/akhdimni.controller.ts,BE-ONLY
public-api,GET,/MY-ORDERS,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/NOTIFICATIONS/MY,bthwani-project-main/app-user/src/hooks/useNotifications.ts,bthwani-project-main/backend-nest/src/modules/notification/notification.controller.ts,OK
public-api,GET,/NOTIFICATIONS/PREFERENCES,,bthwani-project-main/backend-nest/src/modules/notification/preference.controller.ts,BE-ONLY
public-api,GET,/NOTIFICATIONS/PREFERENCES/EXPORT,,bthwani-project-main/backend-nest/src/modules/notification/preference.controller.ts,BE-ONLY
public-api,GET,/NOTIFICATIONS/SUPPRESSION,,bthwani-project-main/backend-nest/src/modules/notification/notification.controller.ts,BE-ONLY
public-api,GET,/NOTIFICATIONS/SUPPRESSION/CHANNELS,bthwani-project-main/vendor-app/src/api/notifications.ts,bthwani-project-main/backend-nest/src/modules/notification/notification.controller.ts,OK
public-api,GET,/NOTIFICATIONS/SUPPRESSION/STATS,,bthwani-project-main/backend-nest/src/modules/notification/notification.controller.ts,BE-ONLY
public-api,GET,/NOTIFICATIONS/UNREAD/COUNT,bthwani-project-main/app-user/src/hooks/useNotifications.ts,bthwani-project-main/backend-nest/src/modules/notification/notification.controller.ts,OK
public-api,GET,/ONBOARDING/APPLICATIONS,,bthwani-project-main/backend-nest/src/modules/onboarding/onboarding.controller.ts,BE-ONLY
public-api,GET,/ONBOARDING/MY,,bthwani-project-main/backend-nest/src/modules/onboarding/onboarding.controller.ts,BE-ONLY
public-api,GET,/ONBOARDING/STATISTICS,,bthwani-project-main/backend-nest/src/modules/onboarding/onboarding.controller.ts,BE-ONLY
public-api,GET,/ONBOARDING/{PARAM}/DETAILS,,bthwani-project-main/backend-nest/src/modules/onboarding/onboarding.controller.ts,BE-ONLY
public-api,GET,/OPENING-BALANCE,bthwani-project-main/admin-dashboard/src/pages/money/GeneralLedger.tsx,,FE-ONLY
public-api,GET,/OPS/DRIVERS/REALTIME,,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,BE-ONLY
public-api,GET,/OPS/HEATMAP,,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,BE-ONLY
public-api,GET,/ORDER,,bthwani-project-main/backend-nest/stub-endpoints/delivery-stubs.ts,BE-ONLY
public-api,GET,/ORDER/USER/{PARAM},,bthwani-project-main/backend-nest/stub-endpoints/delivery-stubs.ts,BE-ONLY
public-api,GET,/ORDERS-CQRS,,bthwani-project-main/backend-nest/src/modules/order/order-cqrs.controller.ts,BE-ONLY
public-api,GET,/ORDERS-CQRS/{PARAM},,bthwani-project-main/backend-nest/docs/CQRS_PATTERN_IMPLEMENTATION.md;bthwani-project-main/backend-nest/docs/SECURITY_AUDIT_REPORT.md;bthwani-project-main/backend-nest/src/modules/order/order-cqrs.controller.ts,BE-ONLY
public-api,GET,/ORDERS/{PARAM},,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,GET,/ORDER_ID,bthwani-project-main/bthwani-web/src/pages/payment/Callback.tsx,,FE-ONLY
public-api,GET,/PAGE,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,,FE-ONLY
public-api,GET,/PARTNERS,bthwani-project-main/admin-dashboard/src/pages/parteners/PartnerDetails.tsx;bthwani-project-main/admin-dashboard/src/pages/parteners/PartnersList.tsx,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,GET,/PARTNERS/CONTRACTS/EXPIRING,bthwani-project-main/admin-dashboard/src/pages/parteners/ContractsWidget.tsx,,FE-ONLY
public-api,GET,/PIN/STATUS,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,GET,/PRICING-STRATEGIES,bthwani-project-main/admin-dashboard/src/pages/admin/pricing/PricingStrategiesPage.tsx,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,GET,/PRIVACY-POLICY,,bthwani-project-main/backend-nest/reports/ACTION_PLAN_100.md,BE-ONLY
public-api,GET,/PRODUCTS,,bthwani-project-main/backend-nest/docs/API_VERSIONING.md;bthwani-project-main/backend-nest/docs/SECURITY_AUDIT_REPORT.md,BE-ONLY
public-api,GET,/PROFILE,,bthwani-project-main/backend-nest/NEXT_IMMEDIATE_STEPS.md;bthwani-project-main/backend-nest/src/modules/user/user-compat.controller.ts,BE-ONLY
public-api,GET,/PROMOTIONS,,bthwani-project-main/backend-nest/src/modules/promotion/promotion.controller.ts,BE-ONLY
public-api,GET,/PROMOTIONS/BY-PLACEMENT,,bthwani-project-main/backend-nest/src/modules/promotion/promotion.controller.ts,BE-ONLY
public-api,GET,/PROMOTIONS/BY-STORES,,bthwani-project-main/backend-nest/stub-endpoints/delivery-stubs.ts,BE-ONLY
public-api,GET,/PROMOTIONS/STATS/OVERVIEW,bthwani-project-main/admin-dashboard/src/api/promotions.ts,bthwani-project-main/backend-nest/src/modules/promotion/promotion.controller.ts,OK
public-api,GET,/PROMOTIONS/{PARAM},,bthwani-project-main/backend-nest/src/modules/promotion/promotion.controller.ts,BE-ONLY
public-api,GET,/PUBLIC-DATA,,bthwani-project-main/backend-nest/RATE_LIMITING_COMPLETED.md,BE-ONLY
public-api,GET,/PUBLIC/HEALTH,,bthwani-project-main/backend-nest/src/common/RATE_LIMITING_GUIDE.md,BE-ONLY
public-api,GET,/PUBLIC/PRODUCTS,,bthwani-project-main/backend-nest/src/common/RATE_LIMITING_GUIDE.md,BE-ONLY
public-api,GET,/PUBLIC/STATUS,,bthwani-project-main/backend-nest/NEXT_IMMEDIATE_STEPS.md,BE-ONLY
public-api,GET,/PUBLIC/{PARAM}/STATUS,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/Q,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,,FE-ONLY
public-api,GET,/QUALITY/METRICS,,bthwani-project-main/backend-nest/reports/compliance_index.json,BE-ONLY
public-api,GET,/REPORTS/MARKETERS/OVERVIEW,bthwani-project-main/admin-dashboard/src/pages/admin/reports/useMarketerReports.ts,,FE-ONLY
public-api,GET,/REPORTS/REALTIME,,bthwani-project-main/backend-nest/src/modules/admin/admin-cms.controller.ts;bthwani-project-main/backend-nest/stub-endpoints/admin-stubs.ts,BE-ONLY
public-api,GET,/REPORTS/SUMMARY,bthwani-project-main/admin-dashboard/src/pages/money/ReportsPage.tsx,,FE-ONLY
public-api,GET,/REPORTS/TRIAL-BALANCE,bthwani-project-main/admin-dashboard/src/pages/money/ReportsPage.tsx,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,OK
public-api,GET,/SEARCH,,bthwani-project-main/backend-nest/src/modules/store/delivery-store.controller.ts;bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,GET,/SESSION_ID,bthwani-project-main/bthwani-web/src/pages/payment/Callback.tsx,,FE-ONLY
public-api,GET,/SETTINGS/APPEARANCE,,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,BE-ONLY
public-api,GET,/SHEIN,,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,GET,/SHIFTS,,bthwani-project-main/backend-nest/src/modules/shift/shift.controller.ts,BE-ONLY
public-api,GET,/SHIFTS/DRIVER/{PARAM},,bthwani-project-main/backend-nest/src/modules/shift/shift.controller.ts,BE-ONLY
public-api,GET,/SHIFTS/MY-SHIFTS,,bthwani-project-main/backend-nest/src/modules/shift/shift.controller.ts,BE-ONLY
public-api,GET,/SORT,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,,FE-ONLY
public-api,GET,/STATS/OVERVIEW,,bthwani-project-main/backend-nest/src/modules/admin/kawader.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/kenz.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/maarouf.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/payments.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/sanad.admin.controller.ts,BE-ONLY
public-api,GET,/STATUS,bthwani-project-main/bthwani-web/src/pages/payment/Callback.tsx,,FE-ONLY
public-api,GET,/STEP,bthwani-project-main/bthwani-web/src/pages/akhdimni/Akhdimni.tsx;bthwani-project-main/bthwani-web/src/pages/map/SelectLocation.tsx,,FE-ONLY
public-api,GET,/STORAGEKEY,bthwani-project-main/bthwani-web/src/pages/map/SelectLocation.tsx,,FE-ONLY
public-api,GET,/STORES/{PARAM},,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md;bthwani-project-main/backend-nest/stub-endpoints/delivery-stubs.ts,BE-ONLY
public-api,GET,/STORES/{PARAM}/PRODUCTS,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,GET,/SUBSCRIPTIONS/MY,,bthwani-project-main/backend-nest/src/modules/wallet/v2-wallet.controller.ts,BE-ONLY
public-api,GET,/SUPPORT/ADMIN/SLA-METRICS,,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,BE-ONLY
public-api,GET,/SUPPORT/REPORTS/SUMMARY,bthwani-project-main/admin-dashboard/src/pages/support/Reports.tsx,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,GET,/SUPPORT/STATS,bthwani-project-main/app-user/src/api/support.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md;bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,OK
public-api,GET,/SUPPORT/TICKETS,bthwani-project-main/app-user/src/api/support.ts;bthwani-project-main/bthwani-web/src/api/support.ts;bthwani-project-main/rider-app/src/api/support.ts;bthwani-project-main/vendor-app/src/api/support.ts,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,OK
public-api,GET,/SUPPORT/TICKETS/{PARAM},,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,BE-ONLY
public-api,GET,/TERMS-OF-SERVICE,,bthwani-project-main/backend-nest/reports/ACTION_PLAN_100.md,BE-ONLY
public-api,GET,/TOPUP/HISTORY,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/TOPUP/METHODS,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/TRANSACTION/{PARAM},,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/TRANSACTIONS,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/TRANSFERS,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/TYPE,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,,FE-ONLY
public-api,GET,/USER/PROFILE,bthwani-project-main/bthwani-web/src/features/utilityGas/api.ts;bthwani-project-main/bthwani-web/src/features/utilityWater/api.ts,,FE-ONLY
public-api,GET,/USER/{PARAM},,bthwani-project-main/backend-nest/src/modules/akhdimni/errands.controller.ts;bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts;bthwani-project-main/backend-nest/src/modules/order/order.controller.ts;bthwani-project-main/backend-nest/stub-endpoints/errands-stubs.ts,BE-ONLY
public-api,GET,/USERS,,bthwani-project-main/backend-nest/docs/API_VERSIONING.md;bthwani-project-main/backend-nest/docs/CONTRACT_TESTING_GUIDE.md,BE-ONLY
public-api,GET,/USERS/ADDRESS,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,,FE-ONLY
public-api,GET,/USERS/DETAILED,,bthwani-project-main/backend-nest/docs/API_VERSIONING.md,BE-ONLY
public-api,GET,/USERS/LIST,,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,BE-ONLY
public-api,GET,/USERS/ME,bthwani-project-main/app-user/src/auth/AuthContext.tsx;bthwani-project-main/app-user/src/context/verify.ts,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,OK
public-api,GET,/USERS/{PARAM},,bthwani-project-main/backend-nest/docs/API_VERSIONING.md;bthwani-project-main/backend-nest/docs/CONTRACT_TESTING_GUIDE.md,BE-ONLY
public-api,GET,/UTILITY/ADMIN/ORDERS,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTILITY/DAILY,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTILITY/OPTIONS,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTILITY/ORDER/{PARAM},,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTILITY/ORDERS,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTILITY/PRICING,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTILITY/PRICING/{PARAM},,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,GET,/UTM_CAMPAIGN,bthwani-project-main/app-user/src/utils/lib/utm.ts,,FE-ONLY
public-api,GET,/UTM_CONTENT,bthwani-project-main/app-user/src/utils/lib/utm.ts,,FE-ONLY
public-api,GET,/UTM_MEDIUM,bthwani-project-main/app-user/src/utils/lib/utm.ts,,FE-ONLY
public-api,GET,/UTM_SOURCE,bthwani-project-main/app-user/src/utils/lib/utm.ts,,FE-ONLY
public-api,GET,/UTM_TERM,bthwani-project-main/app-user/src/utils/lib/utm.ts,,FE-ONLY
public-api,GET,/V1/GEOCODE{PARAM},bthwani-project-main/app-user/src/screens/map/SelectLocationScreen.tsx,,FE-ONLY
public-api,GET,/V1/PLACES{PARAM},bthwani-project-main/app-user/src/screens/map/SelectLocationScreen.tsx,,FE-ONLY
public-api,GET,/V2/WALLET/BALANCE,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/BILLS,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/COUPONS/HISTORY,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/COUPONS/MY,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/SUBSCRIPTIONS/MY,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/TOPUP/HISTORY,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/TOPUP/METHODS,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/TRANSACTIONS,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/TRANSFERS,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/WITHDRAW/METHODS,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/V2/WALLET/WITHDRAW/MY,bthwani-project-main/app-user/src/api/walletApi.ts,,FE-ONLY
public-api,GET,/VENDOR/ORDERS,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/VENDORS,bthwani-project-main/admin-dashboard/src/api/vendors.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md;bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,GET,/VENDORS/ACCOUNT/STATEMENT,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,GET,/VENDORS/DASHBOARD/OVERVIEW,bthwani-project-main/vendor-app/src/screens/StatisticsScreen.tsx,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,GET,/VENDORS/ME,bthwani-project-main/vendor-app/src/screens/SettingsScreen.tsx,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md;bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,GET,/VENDORS/SALES,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,GET,/VENDORS/SETTLEMENTS,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,GET,/VENDORS/{PARAM},,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,BE-ONLY
public-api,GET,/WALLET/BALANCE,,bthwani-project-main/backend-nest/RATE_LIMITING_COMPLETED.md,BE-ONLY
public-api,GET,/WALLET/COUPONS/HISTORY,,bthwani-project-main/backend-nest/stub-endpoints/wallet-stubs.ts,BE-ONLY
public-api,GET,/WALLET/COUPONS/MY,,bthwani-project-main/backend-nest/stub-endpoints/wallet-stubs.ts,BE-ONLY
public-api,GET,/WALLET/SETTLEMENTS/EXPORT,,bthwani-project-main/backend-nest/src/modules/admin/admin-cms.controller.ts;bthwani-project-main/backend-nest/stub-endpoints/admin-stubs.ts,BE-ONLY
public-api,GET,/WALLET/SUBSCRIPTIONS/MY,,bthwani-project-main/backend-nest/stub-endpoints/wallet-stubs.ts,BE-ONLY
public-api,GET,/WEBHOOKS/DELIVERIES,,bthwani-project-main/backend-nest/src/modules/notification/webhook.controller.ts,BE-ONLY
public-api,GET,/WINDOW,bthwani-project-main/app-user/src/components/business/BusinessProductList.tsx;bthwani-project-main/app-user/src/components/delivery/DeliveryCategories.tsx;bthwani-project-main/app-user/src/navigation/index.tsx;bthwani-project-main/app-user/src/screens/Auth/OTPVerificationScreen.tsx;bthwani-project-main/app-user/src/screens/OnboardingScreen.tsx;bthwani-project-main/app-user/src/screens/delivery/GroceryScreen.tsx;bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx;bthwani-project-main/app-user/src/screens/delivery/ProductDetailsScreen.tsx;bthwani-project-main/app-user/src/screens/map/SelectLocationScreen.tsx;bthwani-project-main/rider-app/app/(auth)/login.tsx,,FE-ONLY
public-api,GET,/WITHDRAW/METHODS,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/WITHDRAW/MY,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,GET,/WITHDRAWALS,,bthwani-project-main/backend-nest/reports/compliance_index.json,BE-ONLY
public-api,GET,/WITHDRAWALS/PENDING,,bthwani-project-main/backend-nest/reports/compliance_index.json,BE-ONLY
public-api,GET,/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/kawader.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/kenz.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/maarouf.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/payments.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/sanad.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/akhdimni/errands.controller.ts;bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts;bthwani-project-main/backend-nest/src/modules/order/order.controller.ts;bthwani-project-main/backend-nest/src/modules/store/delivery-store.controller.ts;bthwani-project-main/backend-nest/stub-endpoints/errands-stubs.ts,BE-ONLY
public-api,GET,/{PARAM}/DELIVERY-TIMELINE,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/DRIVER-ETA,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/LIVE-TRACKING,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/NOTES,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/POD,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/PRODUCTS,,bthwani-project-main/backend-nest/src/modules/store/delivery-store.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/REVIEWS,,bthwani-project-main/backend-nest/src/modules/store/delivery-store.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/ROUTE-HISTORY,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/STATISTICS,,bthwani-project-main/backend-nest/src/modules/store/delivery-store.controller.ts,BE-ONLY
public-api,GET,/{PARAM}/TRACKING,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,PATCH,/ADDRESS/{PARAM},,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts;bthwani-project-main/backend-nest/stub-endpoints/user-stubs.ts,BE-ONLY
public-api,PATCH,/ADDRESSES/{PARAM},,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
