service,method,path_norm,fe_files,be_files,notes
public-api,PATCH,/ADMIN/DATA-DELETION/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/DATA-DELETION/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/DRIVERS/{PARAM}/ADJUST-BALANCE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/DRIVERS/{PARAM}/LEAVE-BALANCE/ADJUST,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/MARKETERS/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/ORDERS/{PARAM}/STATUS,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,PATCH,/ADMIN/ROLES/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/SETTINGS,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/SETTINGS/FEATURE-FLAGS/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/STORES/PRODUCTS/{PARAM},,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/STORES/{PARAM},,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/WITHDRAWALS/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,PATCH,/ADMIN/WITHDRAWALS/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,PATCH,/AMANI/{PARAM},,bthwani-project-main/backend-nest/src/modules/amani/amani.controller.ts,BE-ONLY
public-api,PATCH,/API/V2/SANAD/{PARAM},,bthwani-project-main/backend-nest/src/modules/sanad/sanad.controller.ts,BE-ONLY
public-api,PATCH,/ARABON/{PARAM},,bthwani-project-main/backend-nest/src/modules/arabon/arabon.controller.ts,BE-ONLY
public-api,PATCH,/CONTENT/ADMIN/APP-SETTINGS,,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,PATCH,/CONTENT/ADMIN/FAQS/{PARAM},,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,PATCH,/CONTENT/ADMIN/PAGES/{PARAM},,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,PATCH,/CONTENT/BANNERS/{PARAM},,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,PATCH,/CONTENT/MY-SUBSCRIPTION/CANCEL,,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,PATCH,/CONTENT/SECTIONS/{PARAM},,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,PATCH,/DEFAULT-ADDRESS,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts;bthwani-project-main/backend-nest/stub-endpoints/user-stubs.ts,BE-ONLY
public-api,PATCH,/DELIVERY-ADDRESS,,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/DRIVERS/AVAILABILITY,bthwani-project-main/rider-app/src/api/driver.ts,bthwani-project-main/backend-nest/src/modules/driver/driver.controller.ts,OK
public-api,PATCH,/DRIVERS/LOCATION,bthwani-project-main/rider-app/src/api/driver.ts,bthwani-project-main/backend-nest/src/modules/driver/driver.controller.ts,OK
public-api,PATCH,/DRIVERS/PROFILE,bthwani-project-main/rider-app/src/api/driver.ts;bthwani-project-main/rider-app/src/api/profile.ts,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md;bthwani-project-main/backend-nest/src/modules/driver/driver.controller.ts,OK
public-api,PATCH,/DRIVERS/VACATIONS/{PARAM}/CANCEL,,bthwani-project-main/backend-nest/src/modules/driver/driver.controller.ts,BE-ONLY
public-api,PATCH,/EMPLOYEES/{PARAM},,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,PATCH,/ERRANDS/{PARAM}/CANCEL,,bthwani-project-main/backend-nest/src/modules/akhdimni/akhdimni.controller.ts,BE-ONLY
public-api,PATCH,/ERRANDS/{PARAM}/STATUS,,bthwani-project-main/backend-nest/src/modules/akhdimni/akhdimni.controller.ts,BE-ONLY
public-api,PATCH,/ES3AFNI/{PARAM},,bthwani-project-main/backend-nest/src/modules/es3afni/es3afni.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/COMMISSION-PLANS/{PARAM},,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/COMMISSIONS/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/COMMISSIONS/{PARAM}/CANCEL,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/COUPONS/{PARAM},,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/PAYOUTS/BATCHES/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/PAYOUTS/BATCHES/{PARAM}/COMPLETE,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/RECONCILIATIONS/{PARAM}/ACTUAL-TOTALS,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/RECONCILIATIONS/{PARAM}/ISSUES/{PARAM}/RESOLVE,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/REPORTS/{PARAM}/FINALIZE,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/FINANCE/SETTLEMENTS/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/finance/finance.controller.ts,BE-ONLY
public-api,PATCH,/ITEMS/{PARAM},,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/JOURNAL-ENTRIES/{PARAM}/POST,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,PATCH,/KAWADER/{PARAM},,bthwani-project-main/backend-nest/src/modules/kawader/kawader.controller.ts,BE-ONLY
public-api,PATCH,/KENZ/{PARAM},,bthwani-project-main/backend-nest/src/modules/kenz/kenz.controller.ts,BE-ONLY
public-api,PATCH,/LEAVE-REQUESTS/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,PATCH,/LEAVE-REQUESTS/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,PATCH,/LEGAL/ADMIN/PRIVACY-POLICY/{PARAM}/ACTIVATE,,bthwani-project-main/backend-nest/src/modules/legal/legal.controller.ts,BE-ONLY
public-api,PATCH,/LEGAL/ADMIN/TERMS-OF-SERVICE/{PARAM}/ACTIVATE,,bthwani-project-main/backend-nest/src/modules/legal/legal.controller.ts,BE-ONLY
public-api,PATCH,/MAAROUF/{PARAM},,bthwani-project-main/backend-nest/src/modules/maarouf/maarouf.controller.ts,BE-ONLY
public-api,PATCH,/MARKETER/NOTIFICATIONS/{PARAM}/READ,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,PATCH,/MARKETER/PROFILE,,bthwani-project-main/backend-nest/src/modules/marketer/marketer.controller.ts,BE-ONLY
public-api,PATCH,/MARKETERS/PROFILE,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,PATCH,/ME,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,PATCH,/MERCHANTS/ATTRIBUTES/{PARAM},,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,PATCH,/MERCHANTS/CATALOG/PRODUCTS/{PARAM},,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,PATCH,/MERCHANTS/CATEGORIES/{PARAM},,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,PATCH,/MERCHANTS/PRODUCTS/{PARAM},,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md;bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,PATCH,/MERCHANTS/PRODUCTS/{PARAM}/STOCK,,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,PATCH,/MERCHANTS/{PARAM},,bthwani-project-main/backend-nest/src/modules/merchant/merchant.controller.ts,BE-ONLY
public-api,PATCH,/NOTE,,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/ONBOARDING/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/onboarding/onboarding.controller.ts,BE-ONLY
public-api,PATCH,/ONBOARDING/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/onboarding/onboarding.controller.ts,BE-ONLY
public-api,PATCH,/ORDERS-CQRS/{PARAM}/STATUS,,bthwani-project-main/backend-nest/src/modules/order/order-cqrs.controller.ts,BE-ONLY
public-api,PATCH,/PAYROLL/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,PATCH,/PAYROLL/{PARAM}/MARK-PAID,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,PATCH,/PROFILE,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,PATCH,/PROMOTIONS/{PARAM},,bthwani-project-main/backend-nest/src/modules/promotion/promotion.controller.ts,BE-ONLY
public-api,PATCH,/SHEIN/ITEMS/{PARAM},,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/SHEIN/NOTE,,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/SHEIN/SHIPPING,,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/SHIFTS/{PARAM},,bthwani-project-main/backend-nest/src/modules/shift/shift.controller.ts,BE-ONLY
public-api,PATCH,/STORES/PRODUCTS/{PARAM},,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,PATCH,/SUPPORT/ADMIN/TICKETS/{PARAM}/ASSIGN,,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,BE-ONLY
public-api,PATCH,/SUPPORT/ADMIN/TICKETS/{PARAM}/RESOLVE,,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,BE-ONLY
public-api,PATCH,/SUPPORT/TICKETS/{PARAM}/MESSAGES,,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,BE-ONLY
public-api,PATCH,/SUPPORT/TICKETS/{PARAM}/RATE,,bthwani-project-main/backend-nest/src/modules/support/support.controller.ts,BE-ONLY
public-api,PATCH,/USERS/ME,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,PATCH,/UTILITY/OPTIONS/GAS,bthwani-project-main/admin-dashboard/src/pages/delivery/orders/services/utilityApi.ts,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,OK
public-api,PATCH,/UTILITY/OPTIONS/WATER,bthwani-project-main/admin-dashboard/src/pages/delivery/orders/services/utilityApi.ts,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,OK
public-api,PATCH,/UTILITY/ORDER/{PARAM}/CANCEL,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,PATCH,/UTILITY/ORDER/{PARAM}/STATUS,,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,PATCH,/UTILITY/PRICING/{PARAM},,bthwani-project-main/backend-nest/src/modules/utility/utility.controller.ts,BE-ONLY
public-api,PATCH,/VENDORS/ME,bthwani-project-main/vendor-app/src/api/vendor.ts;bthwani-project-main/vendor-app/src/screens/LoginScreen.tsx;bthwani-project-main/vendor-app/src/screens/SettingsScreen.tsx;bthwani-project-main/vendor-app/src/utils/notifications.ts,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md;bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,OK
public-api,PATCH,/VENDORS/{PARAM},,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,BE-ONLY
public-api,PATCH,/VENDORS/{PARAM}/STATUS,,bthwani-project-main/backend-nest/src/modules/vendor/vendor.controller.ts,BE-ONLY
public-api,PATCH,/WITHDRAW/{PARAM}/CANCEL,,bthwani-project-main/backend-nest/src/modules/wallet/wallet.controller.ts,BE-ONLY
public-api,PATCH,/{PARAM},,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,PATCH,/{PARAM}/ADMIN-STATUS,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts,BE-ONLY
public-api,PATCH,/{PARAM}/STATUS,,bthwani-project-main/backend-nest/src/modules/admin/amani.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/arabon.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/es3afni.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/kawader.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/kenz.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/maarouf.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/payments.admin.controller.ts;bthwani-project-main/backend-nest/src/modules/admin/sanad.admin.controller.ts,BE-ONLY
public-api,POST,/,,bthwani-project-main/backend-nest/src/modules/order/order.controller.ts;bthwani-project-main/backend-nest/src/modules/utility/events.controller.ts,BE-ONLY
public-api,POST,/ACCOUNTS,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,POST,/ACCOUNTS/CHART,bthwani-project-main/admin-dashboard/src/services/chartAccount.api.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,POST,/ADD,,bthwani-project-main/backend-nest/src/modules/cart/cart.controller.ts,BE-ONLY
public-api,POST,/ADDRESS,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,POST,/ADDRESSES,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,POST,/ADDRESSES/{PARAM}/SET-DEFAULT,,bthwani-project-main/backend-nest/src/modules/user/user.controller.ts,BE-ONLY
public-api,POST,/ADMIN/BACKUP/CREATE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/BACKUP/{PARAM}/RESTORE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/CACHE/CLEAR,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/COMMISSION-PLANS,bthwani-project-main/admin-dashboard/docs/INTEGRATION_ACTION_PLAN.md;bthwani-project-main/admin-dashboard/src/pages/admin/commission/useCommissionPlans.ts,,FE-ONLY
public-api,POST,/ADMIN/CREATE,bthwani-project-main/admin-dashboard/src/pages/admin/admins/api.ts,,FE-ONLY
public-api,POST,/ADMIN/DRIVERS,bthwani-project-main/admin-dashboard/src/pages/admin/AdminDriversPage.tsx,,FE-ONLY
public-api,POST,/ADMIN/DRIVERS/FINANCE/RUN,bthwani-project-main/admin-dashboard/src/api/driverFinance.ts,,FE-ONLY
public-api,POST,/ADMIN/DRIVERS/{PARAM}/ATTENDANCE/ADJUST,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/DRIVERS/{PARAM}/BAN,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/DRIVERS/{PARAM}/UNBAN,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/ERRANDS/{PARAM}/ASSIGN-DRIVER,,bthwani-project-main/backend-nest/src/modules/akhdimni/akhdimni.controller.ts,BE-ONLY
public-api,POST,/ADMIN/MARKETERS,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/MARKETERS/{PARAM}/ACTIVATE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/MARKETERS/{PARAM}/DEACTIVATE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/NOTIFICATIONS/CAMPAIGNS,bthwani-project-main/admin-dashboard/src/api/adminNotifications.ts,,FE-ONLY
public-api,POST,/ADMIN/NOTIFICATIONS/TEMPLATES,bthwani-project-main/admin-dashboard/src/api/adminNotifications.ts,,FE-ONLY
public-api,POST,/ADMIN/ONBOARDING-SLIDES,bthwani-project-main/admin-dashboard/src/api/cmsApi.ts,,FE-ONLY
public-api,POST,/ADMIN/ORDERS/{PARAM}/ASSIGN-DRIVER,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,POST,/ADMIN/ORDERS/{PARAM}/CANCEL,,bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,POST,/ADMIN/PAGES,bthwani-project-main/admin-dashboard/src/api/cmsApi.ts,,FE-ONLY
public-api,POST,/ADMIN/REPORTS/EXPORT/{PARAM}/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/REPORTS/GENERATE,bthwani-project-main/admin-dashboard/src/api/reports.ts,,FE-ONLY
public-api,POST,/ADMIN/ROLES,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/SECURITY/RESET-PASSWORD/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/SECURITY/UNLOCK-ACCOUNT/{PARAM},,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/PRODUCTS,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/PRODUCTS/{PARAM}/VARIANTS,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/ACTIVATE,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/DEACTIVATE,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/FORCE-CLOSE,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/FORCE-OPEN,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/STORES/{PARAM}/SUSPEND,,bthwani-project-main/backend-nest/src/modules/store/store.controller.ts,BE-ONLY
public-api,POST,/ADMIN/SUPPORT/TICKETS,bthwani-project-main/admin-dashboard/src/pages/admin/support/SupportTicketsPage.tsx,,FE-ONLY
public-api,POST,/ADMIN/USERS,bthwani-project-main/admin-dashboard/src/api/adminUsers.ts;bthwani-project-main/admin-dashboard/src/pages/admin/UserManagement.tsx,,FE-ONLY
public-api,POST,/ADMIN/USERS/{PARAM}/BAN,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/USERS/{PARAM}/UNBAN,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/VENDORS,bthwani-project-main/admin-dashboard/src/pages/admin/vendors/VendorsManagement.tsx,,FE-ONLY
public-api,POST,/ADMIN/VENDORS/{PARAM}/APPROVE,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/VENDORS/{PARAM}/REJECT,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/ADMIN/VENDORS/{PARAM}/SUSPEND,,bthwani-project-main/backend-nest/src/modules/admin/admin.controller.ts,BE-ONLY
public-api,POST,/AKHDIMNI/ERRANDS,bthwani-project-main/app-user/src/api/akhdimniApi.ts;bthwani-project-main/bthwani-web/src/api/akhdimni.ts,,FE-ONLY
public-api,POST,/AKHDIMNI/ERRANDS/CALCULATE-FEE,bthwani-project-main/app-user/src/api/akhdimniApi.ts;bthwani-project-main/bthwani-web/src/api/akhdimni.ts,,FE-ONLY
public-api,POST,/AMANI,bthwani-project-main/app-user/src/api/amaniApi.ts;bthwani-project-main/bthwani-web/src/features/amani/api.ts,bthwani-project-main/backend-nest/src/modules/amani/amani.controller.ts,OK
public-api,POST,/ANALYTICS/ADSPEND,,bthwani-project-main/backend-nest/src/modules/analytics/analytics.controller.ts,BE-ONLY
public-api,POST,/ANALYTICS/EVENTS/TRACK,,bthwani-project-main/backend-nest/src/modules/analytics/analytics.controller.ts,BE-ONLY
public-api,POST,/ANALYTICS/ROAS/CALCULATE,,bthwani-project-main/backend-nest/src/modules/analytics/analytics.controller.ts,BE-ONLY
public-api,POST,/API/LEADS/CAPTAIN,bthwani-project-main/admin-dashboard/src/landing/pages/BecomeCaptainPage.tsx,,FE-ONLY
public-api,POST,/API/LEADS/MERCHANT,bthwani-project-main/admin-dashboard/src/landing/pages/ForMerchantsPage.tsx,,FE-ONLY
public-api,POST,/API/SUPPORT/CONTACT,bthwani-project-main/admin-dashboard/src/landing/pages/ContactPage.tsx,,FE-ONLY
public-api,POST,/API/V2/AUTH/LOGIN,bthwani-project-main/backend-nest/test/e2e/app.e2e-spec.ts,,FE-ONLY
public-api,POST,/API/V2/AUTH/REGISTER,bthwani-project-main/backend-nest/test/e2e/app.e2e-spec.ts,,FE-ONLY
public-api,POST,/API/V2/FINANCE/SETTLEMENT/RETRY/{PARAM},,bthwani-project-main/backend-nest/src/modules/finance/settlement.controller.ts,BE-ONLY
public-api,POST,/API/V2/FINANCE/SETTLEMENT/TRIGGER/{PARAM},,bthwani-project-main/backend-nest/src/modules/finance/settlement.controller.ts,BE-ONLY
public-api,POST,/API/V2/ORDERS,bthwani-project-main/backend-nest/test/e2e/app.e2e-spec.ts,,FE-ONLY
public-api,POST,/API/V2/PAYMENTS/HOLDS,bthwani-project-main/app-user/src/api/paymentsApi.ts,bthwani-project-main/backend-nest/src/modules/payments/payments.controller.ts,OK
public-api,POST,/API/V2/PAYMENTS/HOLDS/{PARAM}/REFUND,,bthwani-project-main/backend-nest/src/modules/payments/payments.controller.ts,BE-ONLY
public-api,POST,/API/V2/PAYMENTS/HOLDS/{PARAM}/RELEASE,,bthwani-project-main/backend-nest/src/modules/payments/payments.controller.ts,BE-ONLY
public-api,POST,/API/V2/SANAD,bthwani-project-main/app-user/src/api/sanadApi.ts,bthwani-project-main/backend-nest/src/modules/sanad/sanad.controller.ts,OK
public-api,POST,/API/V2/WALLET/TRANSACTION,bthwani-project-main/backend-nest/test/e2e/app.e2e-spec.ts,,FE-ONLY
public-api,POST,/API/V2/WEBHOOKS/WH_TEST123,bthwani-project-main/backend-nest/test/e2e/app.e2e-spec.ts,,FE-ONLY
public-api,POST,/ARABON,bthwani-project-main/app-user/src/api/arabonApi.ts;bthwani-project-main/bthwani-web/src/features/arabon/api.ts,bthwani-project-main/backend-nest/src/modules/arabon/arabon.controller.ts,OK
public-api,POST,/ATTENDANCE/CHECK-IN,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,POST,/ATTENDANCE/CHECK-OUT,,bthwani-project-main/backend-nest/src/modules/er/er.controller.ts,BE-ONLY
public-api,POST,/AUTH/CONSENT,,bthwani-project-main/backend-nest/RATE_LIMITING_COMPLETED.md;bthwani-project-main/backend-nest/reports/ROUTE_DUPLICATES_FIX_PLAN.md,BE-ONLY
public-api,POST,/AUTH/FIREBASE/LOGIN,,bthwani-project-main/backend-nest/RATE_LIMITING_COMPLETED.md,BE-ONLY
public-api,POST,/AUTH/FORGOT,bthwani-project-main/bthwani-web/src/api/auth.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,POST,/AUTH/LOGIN,bthwani-project-main/admin-dashboard/src/api/client-example.ts,,FE-ONLY
public-api,POST,/AUTH/RESET,bthwani-project-main/bthwani-web/src/api/auth.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,POST,/AUTH/RESET/VERIFY,bthwani-project-main/bthwani-web/src/api/auth.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,POST,/AUTH/VERIFY-OTP,bthwani-project-main/bthwani-web/src/api/auth.ts,bthwani-project-main/backend-nest/reports/fe_orphans_fixes.json;bthwani-project-main/backend-nest/reports/fe_orphans_fixes.md,OK
public-api,POST,/BACKUP/CREATE,,bthwani-project-main/backend-nest/CURRENT_STATUS.md,BE-ONLY
public-api,POST,/CONSENT,,bthwani-project-main/backend-nest/reports/ACTION_PLAN_100.md;bthwani-project-main/backend-nest/src/modules/auth/auth.controller.ts,BE-ONLY
public-api,POST,/CONSENT/BULK,,bthwani-project-main/backend-nest/src/modules/auth/auth.controller.ts,BE-ONLY
public-api,POST,/CONTENT/ADMIN/FAQS,,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,POST,/CONTENT/ADMIN/PAGES,,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
public-api,POST,/CONTENT/BANNERS,,bthwani-project-main/backend-nest/src/modules/content/content.controller.ts,BE-ONLY
