file,method,path,normalized_path
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/order/{id}/delivery-timeline,/DELIVERY/ORDER/{PARAM}/DELIVERY-TIMELINE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/orders-cqrs,/ORDERS-CQRS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/orders-cqrs,/ORDERS-CQRS
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/orders-cqrs/{id}/status,/ORDERS-CQRS/{PARAM}/STATUS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/orders-cqrs/{id}/assign-driver,/ORDERS-CQRS/{PARAM}/ASSIGN-DRIVER
bthwani-project-main/backend-nest/reports/openapi.json,POST,/orders-cqrs/{id}/cancel,/ORDERS-CQRS/{PARAM}/CANCEL
bthwani-project-main/backend-nest/reports/openapi.json,GET,/orders-cqrs/{id},/ORDERS-CQRS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers,/DRIVERS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/available,/DRIVERS/AVAILABLE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/{id},/DRIVERS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/drivers/location,/DRIVERS/LOCATION
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/drivers/availability,/DRIVERS/AVAILABILITY
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/profile,/DRIVERS/PROFILE
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/drivers/profile,/DRIVERS/PROFILE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/earnings,/DRIVERS/EARNINGS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/earnings/daily,/DRIVERS/EARNINGS/DAILY
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/earnings/weekly,/DRIVERS/EARNINGS/WEEKLY
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/statistics,/DRIVERS/STATISTICS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/documents/upload,/DRIVERS/DOCUMENTS/UPLOAD
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/documents,/DRIVERS/DOCUMENTS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/{driverId}/documents,/DRIVERS/{PARAM}/DOCUMENTS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/{driverId}/documents/{docId}/verify,/DRIVERS/{PARAM}/DOCUMENTS/{PARAM}/VERIFY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/vacations/request,/DRIVERS/VACATIONS/REQUEST
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/vacations/my,/DRIVERS/VACATIONS/MY
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/drivers/vacations/{id}/cancel,/DRIVERS/VACATIONS/{PARAM}/CANCEL
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/vacations/balance,/DRIVERS/VACATIONS/BALANCE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/vacations/policy,/DRIVERS/VACATIONS/POLICY
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/orders/available,/DRIVERS/ORDERS/AVAILABLE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/orders/{id}/accept,/DRIVERS/ORDERS/{PARAM}/ACCEPT
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/orders/{id}/reject,/DRIVERS/ORDERS/{PARAM}/REJECT
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/orders/{id}/start-delivery,/DRIVERS/ORDERS/{PARAM}/START-DELIVERY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/orders/{id}/complete,/DRIVERS/ORDERS/{PARAM}/COMPLETE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/drivers/orders/history,/DRIVERS/ORDERS/HISTORY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/issues/report,/DRIVERS/ISSUES/REPORT
bthwani-project-main/backend-nest/reports/openapi.json,POST,/drivers/change-password,/DRIVERS/CHANGE-PASSWORD
bthwani-project-main/backend-nest/reports/openapi.json,POST,/vendors,/VENDORS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors,/VENDORS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors/me,/VENDORS/ME
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/vendors/me,/VENDORS/ME
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors/{id},/VENDORS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/vendors/{id},/VENDORS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/vendors/{id}/status,/VENDORS/{PARAM}/STATUS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/vendors/{id}/reset-password,/VENDORS/{PARAM}/RESET-PASSWORD
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors/dashboard/overview,/VENDORS/DASHBOARD/OVERVIEW
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors/account/statement,/VENDORS/ACCOUNT/STATEMENT
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors/settlements,/VENDORS/SETTLEMENTS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/vendors/settlements,/VENDORS/SETTLEMENTS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/vendors/sales,/VENDORS/SALES
bthwani-project-main/backend-nest/reports/openapi.json,POST,/vendors/account/delete-request,/VENDORS/ACCOUNT/DELETE-REQUEST
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores,/ADMIN/STORES
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores,/ADMIN/STORES
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores/{id},/ADMIN/STORES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/stores/{id},/ADMIN/STORES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/admin/stores/{id},/ADMIN/STORES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/products,/ADMIN/STORES/PRODUCTS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores/{id}/products,/ADMIN/STORES/{PARAM}/PRODUCTS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/activate,/ADMIN/STORES/{PARAM}/ACTIVATE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/deactivate,/ADMIN/STORES/{PARAM}/DEACTIVATE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/force-close,/ADMIN/STORES/{PARAM}/FORCE-CLOSE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/force-open,/ADMIN/STORES/{PARAM}/FORCE-OPEN
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/stores/products/{id},/ADMIN/STORES/PRODUCTS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores/{id}/analytics,/ADMIN/STORES/{PARAM}/ANALYTICS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores/products/{id}/variants,/ADMIN/STORES/PRODUCTS/{PARAM}/VARIANTS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/products/{id}/variants,/ADMIN/STORES/PRODUCTS/{PARAM}/VARIANTS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores/{id}/inventory,/ADMIN/STORES/{PARAM}/INVENTORY
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stores/pending,/ADMIN/STORES/PENDING
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/approve,/ADMIN/STORES/{PARAM}/APPROVE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/reject,/ADMIN/STORES/{PARAM}/REJECT
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/stores/{id}/suspend,/ADMIN/STORES/{PARAM}/SUSPEND
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/stores,/DELIVERY/STORES
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/stores/search,/DELIVERY/STORES/SEARCH
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/stores/{id},/DELIVERY/STORES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PUT,/delivery/stores/{id},/DELIVERY/STORES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/stores/{id}/products,/DELIVERY/STORES/{PARAM}/PRODUCTS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/stores/{id}/statistics,/DELIVERY/STORES/{PARAM}/STATISTICS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/delivery/stores/{id}/reviews,/DELIVERY/STORES/{PARAM}/REVIEWS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/users/me,/USERS/ME
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/users/me,/USERS/ME
bthwani-project-main/backend-nest/reports/openapi.json,GET,/users/addresses,/USERS/ADDRESSES
bthwani-project-main/backend-nest/reports/openapi.json,POST,/users/addresses,/USERS/ADDRESSES
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/users/addresses/{addressId},/USERS/ADDRESSES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/users/addresses/{addressId},/USERS/ADDRESSES/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/users/addresses/{addressId}/set-default,/USERS/ADDRESSES/{PARAM}/SET-DEFAULT
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/users/address/{id},/USERS/ADDRESS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/users/address/{id},/USERS/ADDRESS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/users/default-address,/USERS/DEFAULT-ADDRESS
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/users/deactivate,/USERS/DEACTIVATE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/users/search,/USERS/SEARCH
bthwani-project-main/backend-nest/reports/openapi.json,POST,/users/pin/set,/USERS/PIN/SET
bthwani-project-main/backend-nest/reports/openapi.json,POST,/users/pin/verify,/USERS/PIN/VERIFY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/users/pin/change,/USERS/PIN/CHANGE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/users/pin/status,/USERS/PIN/STATUS
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/users/pin/reset/{userId},/USERS/PIN/RESET/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/notifications,/NOTIFICATIONS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/notifications/my,/NOTIFICATIONS/MY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/notifications/{id}/read,/NOTIFICATIONS/{PARAM}/READ
bthwani-project-main/backend-nest/reports/openapi.json,GET,/notifications/unread/count,/NOTIFICATIONS/UNREAD/COUNT
bthwani-project-main/backend-nest/reports/openapi.json,POST,/notifications/read-all,/NOTIFICATIONS/READ-ALL
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/notifications/{id},/NOTIFICATIONS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/notifications/suppression,/NOTIFICATIONS/SUPPRESSION
bthwani-project-main/backend-nest/reports/openapi.json,GET,/notifications/suppression,/NOTIFICATIONS/SUPPRESSION
bthwani-project-main/backend-nest/reports/openapi.json,GET,/notifications/suppression/channels,/NOTIFICATIONS/SUPPRESSION/CHANNELS
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/notifications/suppression/{id},/NOTIFICATIONS/SUPPRESSION/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/notifications/suppression/channel/{channel},/NOTIFICATIONS/SUPPRESSION/CHANNEL/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/notifications/suppression/stats,/NOTIFICATIONS/SUPPRESSION/STATS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/notifications/send-bulk,/NOTIFICATIONS/SEND-BULK
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/dashboard,/ADMIN/DASHBOARD
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stats/today,/ADMIN/STATS/TODAY
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/stats/financial,/ADMIN/STATS/FINANCIAL
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/dashboard/orders-by-status,/ADMIN/DASHBOARD/ORDERS-BY-STATUS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/dashboard/revenue,/ADMIN/DASHBOARD/REVENUE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/dashboard/live-metrics,/ADMIN/DASHBOARD/LIVE-METRICS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers,/ADMIN/DRIVERS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/{id},/ADMIN/DRIVERS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/admin/drivers/{id},/ADMIN/DRIVERS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/{id}/performance,/ADMIN/DRIVERS/{PARAM}/PERFORMANCE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/{id}/financials,/ADMIN/DRIVERS/{PARAM}/FINANCIALS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/drivers/{id}/ban,/ADMIN/DRIVERS/{PARAM}/BAN
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/drivers/{id}/unban,/ADMIN/DRIVERS/{PARAM}/UNBAN
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/drivers/{id}/adjust-balance,/ADMIN/DRIVERS/{PARAM}/ADJUST-BALANCE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/withdrawals,/ADMIN/WITHDRAWALS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/withdrawals/pending,/ADMIN/WITHDRAWALS/PENDING
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/withdrawals/{id}/approve,/ADMIN/WITHDRAWALS/{PARAM}/APPROVE
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/withdrawals/{id}/reject,/ADMIN/WITHDRAWALS/{PARAM}/REJECT
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/vendors/pending,/ADMIN/VENDORS/PENDING
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/vendors/{id}/approve,/ADMIN/VENDORS/{PARAM}/APPROVE
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/vendors/{id}/reject,/ADMIN/VENDORS/{PARAM}/REJECT
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/vendors/{id}/suspend,/ADMIN/VENDORS/{PARAM}/SUSPEND
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/users,/ADMIN/USERS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/users/{id},/ADMIN/USERS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/users/{id}/ban,/ADMIN/USERS/{PARAM}/BAN
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/users/{id}/unban,/ADMIN/USERS/{PARAM}/UNBAN
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/reports/daily,/ADMIN/REPORTS/DAILY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/reports/export/{type}/{format},/ADMIN/REPORTS/EXPORT/{PARAM}/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/{id}/attendance,/ADMIN/DRIVERS/{PARAM}/ATTENDANCE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/attendance/summary,/ADMIN/DRIVERS/ATTENDANCE/SUMMARY
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/drivers/{id}/attendance/adjust,/ADMIN/DRIVERS/{PARAM}/ATTENDANCE/ADJUST
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/admin/drivers/shifts/{id},/ADMIN/DRIVERS/SHIFTS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/admin/drivers/assets/{id},/ADMIN/DRIVERS/ASSETS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/leave-requests,/ADMIN/DRIVERS/LEAVE-REQUESTS
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/drivers/leave-requests/{id}/approve,/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}/APPROVE
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/drivers/leave-requests/{id}/reject,/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}/REJECT
bthwani-project-main/backend-nest/reports/openapi.json,DELETE,/admin/drivers/leave-requests/{id},/ADMIN/DRIVERS/LEAVE-REQUESTS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/drivers/{id}/leave-balance,/ADMIN/DRIVERS/{PARAM}/LEAVE-BALANCE
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/drivers/{id}/leave-balance/adjust,/ADMIN/DRIVERS/{PARAM}/LEAVE-BALANCE/ADJUST
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/quality/metrics,/ADMIN/QUALITY/METRICS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/settings,/ADMIN/SETTINGS
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/settings,/ADMIN/SETTINGS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/settings/feature-flags,/ADMIN/SETTINGS/FEATURE-FLAGS
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/settings/feature-flags/{flag},/ADMIN/SETTINGS/FEATURE-FLAGS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/backup/create,/ADMIN/BACKUP/CREATE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/backup/list,/ADMIN/BACKUP/LIST
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/backup/{id}/restore,/ADMIN/BACKUP/{PARAM}/RESTORE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/backup/{id}/download,/ADMIN/BACKUP/{PARAM}/DOWNLOAD
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/data-deletion/requests,/ADMIN/DATA-DELETION/REQUESTS
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/data-deletion/{id}/approve,/ADMIN/DATA-DELETION/{PARAM}/APPROVE
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/data-deletion/{id}/reject,/ADMIN/DATA-DELETION/{PARAM}/REJECT
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/security/password-attempts,/ADMIN/SECURITY/PASSWORD-ATTEMPTS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/security/reset-password/{userId},/ADMIN/SECURITY/RESET-PASSWORD/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/security/unlock-account/{userId},/ADMIN/SECURITY/UNLOCK-ACCOUNT/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/marketers,/ADMIN/MARKETERS
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/marketers,/ADMIN/MARKETERS
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/marketers/{id},/ADMIN/MARKETERS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,PATCH,/admin/marketers/{id},/ADMIN/MARKETERS/{PARAM}
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/marketers/{id}/performance,/ADMIN/MARKETERS/{PARAM}/PERFORMANCE
bthwani-project-main/backend-nest/reports/openapi.json,GET,/admin/marketers/{id}/stores,/ADMIN/MARKETERS/{PARAM}/STORES
bthwani-project-main/backend-nest/reports/openapi.json,POST,/admin/marketers/{id}/activate,/ADMIN/MARKETERS/{PARAM}/ACTIVATE
