surface,file,client,method,path,normalized_path
UNKNOWN,bthwani-project-main/app-user/src/api/walletApi.ts,axiosInstance,POST,/v2/wallet/pay-bill,/V2/WALLET/PAY-BILL
UNKNOWN,bthwani-project-main/app-user/src/api/walletApi.ts,axiosInstance,GET,/v2/wallet/bills,/V2/WALLET/BILLS
UNKNOWN,bthwani-project-main/app-user/src/api/walletApi.ts,axiosInstance,POST,/v2/wallet/transfer,/V2/WALLET/TRANSFER
UNKNOWN,bthwani-project-main/app-user/src/api/walletApi.ts,axiosInstance,GET,/v2/wallet/transfers,/V2/WALLET/TRANSFERS
UNKNOWN,bthwani-project-main/app-user/src/api/walletApi.ts,axiosInstance,POST,/v2/wallet/refund/request,/V2/WALLET/REFUND/REQUEST
UNKNOWN,bthwani-project-main/app-user/src/auth/AuthContext.tsx,axiosInstance,GET,/users/me,/USERS/ME
UNKNOWN,bthwani-project-main/app-user/src/components/CategoriesChips.tsx,axiosInstance,GET,/delivery/categories,/DELIVERY/CATEGORIES
UNKNOWN,bthwani-project-main/app-user/src/components/business/BusinessProductList.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/components/delivery/DeliveryCategories.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/context/CartContext.tsx,axiosInstance,POST,/delivery/cart/add,/DELIVERY/CART/ADD
UNKNOWN,bthwani-project-main/app-user/src/context/CartContext.tsx,axiosInstance,POST,/delivery/cart/merge,/DELIVERY/CART/MERGE
UNKNOWN,bthwani-project-main/app-user/src/context/verify.ts,api,GET,/users/me,/USERS/ME
UNKNOWN,bthwani-project-main/app-user/src/hooks/useNotifications.ts,axiosInstance,GET,/notifications/my,/NOTIFICATIONS/MY
UNKNOWN,bthwani-project-main/app-user/src/hooks/useNotifications.ts,axiosInstance,GET,/notifications/unread/count,/NOTIFICATIONS/UNREAD/COUNT
UNKNOWN,bthwani-project-main/app-user/src/hooks/useNotifications.ts,axiosInstance,POST,/notifications/read-all,/NOTIFICATIONS/READ-ALL
UNKNOWN,bthwani-project-main/app-user/src/navigation/index.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/OnboardingScreen.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/Auth/OTPVerificationScreen.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/DeliverySearch.tsx,axiosInstance,GET,/delivery/stores/search,/DELIVERY/STORES/SEARCH
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/GroceryScreen.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/GroceryScreen.tsx,axiosInstance,GET,/delivery/promotions/by-stores,/DELIVERY/PROMOTIONS/BY-STORES
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,axiosInstance,GET,/delivery/cart/fee,/DELIVERY/CART/FEE
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,axiosInstance,GET,/users/address,/USERS/ADDRESS
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,axiosInstance,POST,/coupons/validate,/COUPONS/VALIDATE
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,axiosInstance,POST,/delivery/cart/add,/DELIVERY/CART/ADD
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/InvoiceScreen.tsx,axiosInstance,POST,/delivery/order,/DELIVERY/ORDER
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/ProductDetailsScreen.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/UtilityGasScreen.tsx,axiosInstance,POST,/utility/order,/UTILITY/ORDER
UNKNOWN,bthwani-project-main/app-user/src/screens/delivery/UtilityWaterScreen.tsx,axiosInstance,POST,/utility/order,/UTILITY/ORDER
UNKNOWN,bthwani-project-main/app-user/src/screens/map/SelectLocationScreen.tsx,Dimensions,GET,window,/WINDOW
UNKNOWN,bthwani-project-main/app-user/src/screens/map/SelectLocationScreen.tsx,axiosInstance,GET,https://places.googleapis.com/v1/places:autocomplete,/V1/PLACES{PARAM}
UNKNOWN,bthwani-project-main/app-user/src/screens/map/SelectLocationScreen.tsx,axiosInstance,GET,https://places.googleapis.com/v1/geocode:reverse,/V1/GEOCODE{PARAM}
UNKNOWN,bthwani-project-main/app-user/src/screens/profile/UserProfileScreen.tsx,api,DELETE,/users/me,/USERS/ME
UNKNOWN,bthwani-project-main/app-user/src/utils/lib/track.ts,axiosInstance,POST,/events,/EVENTS
UNKNOWN,bthwani-project-main/app-user/src/utils/lib/utm.ts,q,GET,utm_source,/UTM_SOURCE
UNKNOWN,bthwani-project-main/app-user/src/utils/lib/utm.ts,q,GET,utm_medium,/UTM_MEDIUM
UNKNOWN,bthwani-project-main/app-user/src/utils/lib/utm.ts,q,GET,utm_campaign,/UTM_CAMPAIGN
UNKNOWN,bthwani-project-main/app-user/src/utils/lib/utm.ts,q,GET,utm_term,/UTM_TERM
UNKNOWN,bthwani-project-main/app-user/src/utils/lib/utm.ts,q,GET,utm_content,/UTM_CONTENT
UNKNOWN,bthwani-project-main/backend-nest/src/common/middleware/tracing.middleware.ts,req,GET,user-agent,/USER-AGENT
UNKNOWN,bthwani-project-main/backend-nest/src/common/middleware/tracing.middleware.ts,res,GET,content-length,/CONTENT-LENGTH
UNKNOWN,bthwani-project-main/backend-nest/src/queues/queues.module.ts,configService,GET,REDIS_HOST,/REDIS_HOST
UNKNOWN,bthwani-project-main/backend-nest/src/queues/queues.module.ts,configService,GET,REDIS_PORT,/REDIS_PORT
UNKNOWN,bthwani-project-main/backend-nest/src/queues/queues.module.ts,configService,GET,REDIS_PASSWORD,/REDIS_PASSWORD
UNKNOWN,bthwani-project-main/bthwani-web/public/service-worker.js,headers,GET,accept,/ACCEPT
UNKNOWN,bthwani-project-main/bthwani-web/src/api/akhdimni.ts,axiosInstance,POST,/akhdimni/errands/calculate-fee,/AKHDIMNI/ERRANDS/CALCULATE-FEE
UNKNOWN,bthwani-project-main/bthwani-web/src/api/akhdimni.ts,axiosInstance,POST,/akhdimni/errands,/AKHDIMNI/ERRANDS
UNKNOWN,bthwani-project-main/bthwani-web/src/api/akhdimni.ts,axiosInstance,GET,/akhdimni/my-errands,/AKHDIMNI/MY-ERRANDS
UNKNOWN,bthwani-project-main/bthwani-web/src/api/auth.ts,axiosInstance,POST,/auth/forgot,/AUTH/FORGOT
UNKNOWN,bthwani-project-main/bthwani-web/src/api/auth.ts,axiosInstance,POST,/auth/reset/verify,/AUTH/RESET/VERIFY
UNKNOWN,bthwani-project-main/bthwani-web/src/api/auth.ts,axiosInstance,POST,/auth/reset,/AUTH/RESET
UNKNOWN,bthwani-project-main/bthwani-web/src/api/auth.ts,axiosInstance,POST,/auth/verify-otp,/AUTH/VERIFY-OTP
UNKNOWN,bthwani-project-main/bthwani-web/src/api/cart.ts,axiosInstance,DELETE,/delivery/cart,/DELIVERY/CART
UNKNOWN,bthwani-project-main/bthwani-web/src/api/cart.ts,axiosInstance,POST,/coupons/validate,/COUPONS/VALIDATE
UNKNOWN,bthwani-project-main/bthwani-web/src/api/delivery.ts,axiosInstance,POST,/errands/order,/ERRANDS/ORDER
UNKNOWN,bthwani-project-main/bthwani-web/src/api/delivery.ts,axiosInstance,GET,/errands/categories,/ERRANDS/CATEGORIES
UNKNOWN,bthwani-project-main/bthwani-web/src/api/delivery.ts,axiosInstance,GET,/errands/drivers/available,/ERRANDS/DRIVERS/AVAILABLE
UNKNOWN,bthwani-project-main/bthwani-web/src/api/notifications.ts,axios,POST,/notifications/register,/NOTIFICATIONS/REGISTER
UNKNOWN,bthwani-project-main/bthwani-web/src/api/notifications.ts,axiosInstance,POST,/notifications/read-all,/NOTIFICATIONS/READ-ALL
UNKNOWN,bthwani-project-main/bthwani-web/src/api/payments.ts,axios,POST,/payments/create-session,/PAYMENTS/CREATE-SESSION
UNKNOWN,bthwani-project-main/bthwani-web/src/api/payments.ts,axios,POST,/payments/confirm,/PAYMENTS/CONFIRM
UNKNOWN,bthwani-project-main/bthwani-web/src/api/support.ts,api,POST,/support/tickets,/SUPPORT/TICKETS
UNKNOWN,bthwani-project-main/bthwani-web/src/api/support.ts,api,GET,/support/tickets,/SUPPORT/TICKETS
UNKNOWN,bthwani-project-main/bthwani-web/src/features/amani/api.ts,axiosInstance,POST,/amani,/AMANI
UNKNOWN,bthwani-project-main/bthwani-web/src/features/amani/api.ts,axiosInstance,GET,/amani,/AMANI
UNKNOWN,bthwani-project-main/bthwani-web/src/features/arabon/api.ts,axiosInstance,POST,/arabon,/ARABON
UNKNOWN,bthwani-project-main/bthwani-web/src/features/arabon/api.ts,axiosInstance,GET,/arabon,/ARABON
UNKNOWN,bthwani-project-main/bthwani-web/src/features/es3afni/api.ts,axiosInstance,POST,/es3afni,/ES3AFNI
UNKNOWN,bthwani-project-main/bthwani-web/src/features/es3afni/api.ts,axiosInstance,GET,/es3afni,/ES3AFNI
UNKNOWN,bthwani-project-main/bthwani-web/src/features/kawader/api.ts,axiosInstance,POST,/kawader,/KAWADER
UNKNOWN,bthwani-project-main/bthwani-web/src/features/kawader/api.ts,axiosInstance,GET,/kawader,/KAWADER
UNKNOWN,bthwani-project-main/bthwani-web/src/features/kenz/api.ts,axiosInstance,POST,/kenz,/KENZ
UNKNOWN,bthwani-project-main/bthwani-web/src/features/kenz/api.ts,axiosInstance,GET,/kenz,/KENZ
UNKNOWN,bthwani-project-main/bthwani-web/src/features/maarouf/api.ts,axiosInstance,POST,/maarouf,/MAAROUF
UNKNOWN,bthwani-project-main/bthwani-web/src/features/maarouf/api.ts,axiosInstance,GET,/maarouf,/MAAROUF
UNKNOWN,bthwani-project-main/bthwani-web/src/features/utilityGas/api.ts,axiosInstance,GET,/user/profile,/USER/PROFILE
UNKNOWN,bthwani-project-main/bthwani-web/src/features/utilityGas/api.ts,axiosInstance,POST,/utility/order,/UTILITY/ORDER
UNKNOWN,bthwani-project-main/bthwani-web/src/features/utilityWater/api.ts,axiosInstance,GET,/user/profile,/USER/PROFILE
UNKNOWN,bthwani-project-main/bthwani-web/src/features/utilityWater/api.ts,axiosInstance,POST,/utility/order,/UTILITY/ORDER
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/akhdimni/Akhdimni.tsx,searchParams,GET,step,/STEP
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/delivery/GroceryScreen.tsx,axiosInstance,GET,/delivery/promotions/by-stores,/DELIVERY/PROMOTIONS/BY-STORES
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/map/SelectLocation.tsx,searchParams,GET,storageKey,/STORAGEKEY
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/map/SelectLocation.tsx,searchParams,GET,step,/STEP
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/payment/Callback.tsx,search,GET,session_id,/SESSION_ID
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/payment/Callback.tsx,search,GET,order_id,/ORDER_ID
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/payment/Callback.tsx,search,GET,status,/STATUS
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,searchParams,GET,q,/Q
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,searchParams,GET,type,/TYPE
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,searchParams,GET,categoryId,/CATEGORYID
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,searchParams,GET,sort,/SORT
UNKNOWN,bthwani-project-main/bthwani-web/src/pages/search/Search.tsx,searchParams,GET,page,/PAGE
UNKNOWN,bthwani-project-main/field-marketers/src/context/AuthContext.tsx,api,GET,/auth/me,/AUTH/ME
UNKNOWN,bthwani-project-main/field-marketers/src/screens/account/ProfileScreen.tsx,api,POST,/auth/delete-account/request,/AUTH/DELETE-ACCOUNT/REQUEST
UNKNOWN,bthwani-project-main/field-marketers/src/screens/account/ProfileScreen.tsx,api,DELETE,/auth/delete-account,/AUTH/DELETE-ACCOUNT
UNKNOWN,bthwani-project-main/field-marketers/src/screens/account/ReferralScreen.tsx,api,POST,/marketer/referrals/generate-code,/MARKETER/REFERRALS/GENERATE-CODE
UNKNOWN,bthwani-project-main/field-marketers/src/screens/account/ReferralScreen.tsx,api,GET,/marketer/referrals/statistics,/MARKETER/REFERRALS/STATISTICS
UNKNOWN,bthwani-project-main/field-marketers/src/screens/onboarding/OnboardingWizardScreen.tsx,api,POST,/field/quick-onboard,/FIELD/QUICK-ONBOARD
RIDER-APP,bthwani-project-main/rider-app/app/(auth)/login.tsx,Dimensions,GET,window,/WINDOW
RIDER-APP,bthwani-project-main/rider-app/app/(driver)/locations.tsx,axios,GET,/drivers/me,/DRIVERS/ME
RIDER-APP,bthwani-project-main/rider-app/app/(driver)/locations.tsx,axios,POST,/drivers/locations,/DRIVERS/LOCATIONS
RIDER-APP,bthwani-project-main/rider-app/app/(driver)/triggerSOS.ts,fetch,GET,https://your-backend.com/api/v1/driver/sos,/API/V1/DRIVER/SOS
RIDER-APP,bthwani-project-main/rider-app/src/api/akhdimni.ts,axios,GET,/akhdimni/driver/my-errands,/AKHDIMNI/DRIVER/MY-ERRANDS
RIDER-APP,bthwani-project-main/rider-app/src/api/auth.ts,axios,POST,/driver/login,/DRIVER/LOGIN
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/orders/available,/DRIVERS/ORDERS/AVAILABLE
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,PATCH,/drivers/availability,/DRIVERS/AVAILABILITY
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/earnings,/DRIVERS/EARNINGS
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/withdrawals/my,/DRIVERS/WITHDRAWALS/MY
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,POST,/drivers/withdrawals/request,/DRIVERS/WITHDRAWALS/REQUEST
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,POST,/drivers/vacations/request,/DRIVERS/VACATIONS/REQUEST
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/profile,/DRIVERS/PROFILE
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,PATCH,/drivers/profile,/DRIVERS/PROFILE
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,PATCH,/drivers/location,/DRIVERS/LOCATION
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/statistics,/DRIVERS/STATISTICS
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,POST,/drivers/documents/upload,/DRIVERS/DOCUMENTS/UPLOAD
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/documents,/DRIVERS/DOCUMENTS
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,GET,/drivers/vacations/balance,/DRIVERS/VACATIONS/BALANCE
RIDER-APP,bthwani-project-main/rider-app/src/api/driver.ts,axios,POST,/drivers/issues/report,/DRIVERS/ISSUES/REPORT
RIDER-APP,bthwani-project-main/rider-app/src/api/orders.ts,axios,GET,/drivers/orders/available,/DRIVERS/ORDERS/AVAILABLE
RIDER-APP,bthwani-project-main/rider-app/src/api/profile.ts,axios,GET,/drivers/profile,/DRIVERS/PROFILE
RIDER-APP,bthwani-project-main/rider-app/src/api/profile.ts,axios,PATCH,/drivers/profile,/DRIVERS/PROFILE
RIDER-APP,bthwani-project-main/rider-app/src/api/profile.ts,axios,POST,/drivers/change-password,/DRIVERS/CHANGE-PASSWORD
RIDER-APP,bthwani-project-main/rider-app/src/api/support.ts,axiosInstance,POST,/support/tickets,/SUPPORT/TICKETS
RIDER-APP,bthwani-project-main/rider-app/src/api/support.ts,axiosInstance,GET,/support/tickets,/SUPPORT/TICKETS
RIDER-APP,bthwani-project-main/rider-app/src/componant/triggerSOS.tsx,axios,POST,/rides/sos,/RIDES/SOS
UNKNOWN,bthwani-project-main/scripts/block_raw_fetch.js,fetch,GET,) && !line.includes(,/) && !LINE.INCLUDES(
UNKNOWN,bthwani-project-main/scripts/block_raw_fetch.js,fetch,GET,")) {
      continue;
    }

    // Skip external API calls (Google Maps, Firebase, etc.)
    if (/identitytoolkit\.googleapis\.com|securetoken\.googleapis\.com|maps\.googleapis\.com|googleapis\.com|cloudinary\.com/.test(line)) {
      continue;
    }

    // Skip React Native NetInfo.fetch()
    if (/NetInfo\.fetch\(\)/.test(line)) {
      continue;
    }

    // Check for fetch( or axios.
    if (/\bfetch\(|\baxios\./.test(line)) {
      // If it doesn","/)) {
      CONTINUE;
    }

    / SKIP EXTERNAL API CALLS (GOOGLE MAPS, FIREBASE, ETC.)
    IF (/IDENTITYTOOLKIT\.GOOGLEAPIS\.COM|SECURETOKEN\.GOOGLEAPIS\.COM|MAPS\.GOOGLEAPIS\.COM|GOOGLEAPIS\.COM|CLOUDINARY\.COM/.TEST(LINE)) {
      CONTINUE;
    }

    / SKIP REACT NATIVE NETINFO.FETCH()
    IF (/NETINFO\.FETCH\(\)/.TEST(LINE)) {
      CONTINUE;
    }

    / CHECK FOR FETCH( OR AXIOS.
    IF (/\BFETCH\(|\BAXIOS\./.TEST(LINE)) {
      / IF IT DOESN"
UNKNOWN,bthwani-project-main/scripts/extract-fe-calls.ts,fetch,GET,/api/users,/API/USERS
UNKNOWN,bthwani-project-main/scripts/extract-fe-calls.ts,fetch,GET,path,/PATH
UNKNOWN,bthwani-project-main/scripts/extract-fe-calls.ts,axiosInstance,GET,/api/users,/API/USERS
UNKNOWN,bthwani-project-main/scripts/extract-fe-calls.ts,httpClient,DELETE,/api/users/123,/API/USERS/123
UNKNOWN,bthwani-project-main/scripts/generate-typed-clients-report.js,fetch,GET,) && !line.includes(,/) && !LINE.INCLUDES(
UNKNOWN,bthwani-project-main/scripts/generate-typed-clients-report.js,fetch,GET,")) {
      continue;
    }

    // Skip external APIs
    if (/identitytoolkit\.googleapis\.com|securetoken\.googleapis\.com|maps\.googleapis\.com|googleapis\.com|cloudinary\.com/.test(line)) {
      continue;
    }

    // Skip React Native NetInfo
    if (/NetInfo\.fetch\(\)/.test(line)) {
      continue;
    }
    
    // Check for typed client usages
    for (const wrapper of allowedWrappers) {
      if (line.includes(wrapper)) {
        stats.typedClientUsages++;
        stats.wrapperTypes.add(wrapper);
      }
    }

    // Check for raw fetch (not in wrapper)
    if (/\bfetch\(/.test(line)) {
      const hasWrapper = allowedWrappers.some(w => line.includes(w));
      if (!hasWrapper && !hasWrapperImport) {
        stats.rawFetchCount++;
      }
    }

    // Check for raw axios (not in wrapper)
    if (/\baxios\./.test(line)) {
      const hasWrapper = allowedWrappers.some(w => line.includes(w));
      if (!hasWrapper && !hasWrapperImport) {
        stats.rawAxiosCount++;
      }
    }
  }

  return stats;
}

function generateReport() {
  const report = {
    timestamp: new Date().toISOString(),
    summary: {
      totalFilesScanned: 0,
      totalTypedClientUsages: 0,
      totalRawFetchUsages: 0,
      totalRawAxiosUsages: 0,
      compliance: ","/)) {
      CONTINUE;
    }

    / SKIP EXTERNAL APIS
    IF (/IDENTITYTOOLKIT\.GOOGLEAPIS\.COM|SECURETOKEN\.GOOGLEAPIS\.COM|MAPS\.GOOGLEAPIS\.COM|GOOGLEAPIS\.COM|CLOUDINARY\.COM/.TEST(LINE)) {
      CONTINUE;
    }

    / SKIP REACT NATIVE NETINFO
    IF (/NETINFO\.FETCH\(\)/.TEST(LINE)) {
      CONTINUE;
    }
    
    / CHECK FOR TYPED CLIENT USAGES
    FOR (CONST WRAPPER OF ALLOWEDWRAPPERS) {
      IF (LINE.INCLUDES(WRAPPER)) {
        STATS.TYPEDCLIENTUSAGES++;
        STATS.WRAPPERTYPES.ADD(WRAPPER);
      }
    }

    / CHECK FOR RAW FETCH (NOT IN WRAPPER)
    IF (/\BFETCH\(/.TEST(LINE)) {
      CONST HASWRAPPER = ALLOWEDWRAPPERS.SOME(W => LINE.INCLUDES(W));
      IF (!HASWRAPPER && !HASWRAPPERIMPORT) {
        STATS.RAWFETCHCOUNT++;
      }
    }

    / CHECK FOR RAW AXIOS (NOT IN WRAPPER)
    IF (/\BAXIOS\./.TEST(LINE)) {
      CONST HASWRAPPER = ALLOWEDWRAPPERS.SOME(W => LINE.INCLUDES(W));
      IF (!HASWRAPPER && !HASWRAPPERIMPORT) {
        STATS.RAWAXIOSCOUNT++;
      }
    }
  }

  RETURN STATS;
}

FUNCTION GENERATEREPORT() {
  CONST REPORT = {
    TIMESTAMP: NEW DATE().TOISOSTRING(),
    SUMMARY: {
      TOTALFILESSCANNED: 0,
      TOTALTYPEDCLIENTUSAGES: 0,
      TOTALRAWFETCHUSAGES: 0,
      TOTALRAWAXIOSUSAGES: 0,
      COMPLIANCE: "
VENDOR-APP,bthwani-project-main/vendor-app/src/api/merchant.ts,axiosInstance,GET,/merchant/catalog/products,/MERCHANT/CATALOG/PRODUCTS
VENDOR-APP,bthwani-project-main/vendor-app/src/api/notifications.ts,axiosInstance,POST,/notifications/read-all,/NOTIFICATIONS/READ-ALL
VENDOR-APP,bthwani-project-main/vendor-app/src/api/notifications.ts,axiosInstance,GET,/notifications/suppression/channels,/NOTIFICATIONS/SUPPRESSION/CHANNELS
VENDOR-APP,bthwani-project-main/vendor-app/src/api/notifications.ts,axiosInstance,POST,/notifications/suppression,/NOTIFICATIONS/SUPPRESSION
VENDOR-APP,bthwani-project-main/vendor-app/src/api/support.ts,axiosInstance,POST,/support/tickets,/SUPPORT/TICKETS
VENDOR-APP,bthwani-project-main/vendor-app/src/api/support.ts,axiosInstance,GET,/support/tickets,/SUPPORT/TICKETS
VENDOR-APP,bthwani-project-main/vendor-app/src/api/vendor.ts,axiosInstance,PATCH,/vendors/me,/VENDORS/ME
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/CatalogProductPickerScreen.tsx,axiosInstance,GET,/groceries/catalog,/GROCERIES/CATALOG
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/LoginScreen.tsx,axios,POST,/vendor/auth/vendor-login,/VENDOR/AUTH/VENDOR-LOGIN
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/LoginScreen.tsx,axios,PATCH,/vendors/me,/VENDORS/ME
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/LoginScreen.tsx,Dimensions,GET,window,/WINDOW
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/OrderDetailsScreen.tsx,Dimensions,GET,window,/WINDOW
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/OrdersScreen.tsx,Dimensions,GET,window,/WINDOW
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/OrdersScreen.tsx,axiosInstance,GET,/delivery/order/vendor/orders,/DELIVERY/ORDER/VENDOR/ORDERS
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/SettingsScreen.tsx,axiosInstance,GET,/vendors/me,/VENDORS/ME
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/SettingsScreen.tsx,axiosInstance,PATCH,/vendors/me,/VENDORS/ME
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/SettingsScreen.tsx,axiosInstance,POST,/vendors/account/delete-request,/VENDORS/ACCOUNT/DELETE-REQUEST
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/StatisticsScreen.tsx,Dimensions,GET,window,/WINDOW
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/StatisticsScreen.tsx,axiosInstance,GET,/vendors/dashboard/overview,/VENDORS/DASHBOARD/OVERVIEW
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/StatisticsScreen.tsx,axiosInstance,GET,/delivery/order/vendor/orders,/DELIVERY/ORDER/VENDOR/ORDERS
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,axiosInstance,GET,/vendors/account/statement,/VENDORS/ACCOUNT/STATEMENT
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,axiosInstance,GET,/vendors/settlements,/VENDORS/SETTLEMENTS
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,axiosInstance,GET,/vendors/sales?limit=100,/VENDORS/SALES
VENDOR-APP,bthwani-project-main/vendor-app/src/screens/VendorAccountStatementScreen.tsx,axiosInstance,POST,/vendors/settlements,/VENDORS/SETTLEMENTS
VENDOR-APP,bthwani-project-main/vendor-app/src/utils/notifications.ts,axiosInstance,PATCH,/vendors/me,/VENDORS/ME
