method,path,file,kind
GET,/admin/audit-logs/my-actions?limit=3,admin-dashboard/src/pages/admin/system/AuditLogPage.tsx,client
POST,/admin/vendors,admin-dashboard/src/pages/admin/vendors/VendorsManagement.tsx,axios
POST,/admin/vendors,admin-dashboard/src/pages/admin/vendors/VendorsManagement.tsx,client
GET,/delivery/banners/admin,admin-dashboard/src/pages/delivery/DeliveryBannersPage.tsx,axios
GET,/delivery/categories,admin-dashboard/src/pages/delivery/DeliveryBannersPage.tsx,axios
GET,/delivery/banners/admin,admin-dashboard/src/pages/delivery/DeliveryBannersPage.tsx,client
GET,/delivery/categories,admin-dashboard/src/pages/delivery/DeliveryBannersPage.tsx,client
POST,/delivery/categories/bulk-reorder,admin-dashboard/src/pages/delivery/DeliveryCategoriesPage.tsx,axios
POST,/delivery/categories/bulk-reorder,admin-dashboard/src/pages/delivery/DeliveryCategoriesPage.tsx,client
GET,/drivers/health,admin-dashboard/src/pages/drivers/Dashboard.tsx,client
GET,/admin/drivers/docs/expiring,admin-dashboard/src/pages/drivers/Dashboard.tsx,client
GET,/admin/drivers/attendance,admin-dashboard/src/pages/drivers/DriversList.tsx,axios
GET,/admin/drivers/attendance,admin-dashboard/src/pages/drivers/DriversList.tsx,client
GET,/admin/driver-assets,admin-dashboard/src/pages/drivers/tabs/Assets.tsx,axios
GET,/admin/driver-assets,admin-dashboard/src/pages/drivers/tabs/Assets.tsx,client
GET,/admin/drivers/docs,admin-dashboard/src/pages/drivers/tabs/Documents.tsx,axios
GET,/admin/drivers/docs,admin-dashboard/src/pages/drivers/tabs/Documents.tsx,client
GET,/admin/driver-payouts,admin-dashboard/src/pages/drivers/tabs/Finance.tsx,axios
GET,/admin/driver-payouts,admin-dashboard/src/pages/drivers/tabs/Finance.tsx,client
GET,/admin/driver-shifts,admin-dashboard/src/pages/drivers/tabs/Shifts.tsx,axios
GET,/admin/driver-shifts,admin-dashboard/src/pages/drivers/tabs/Shifts.tsx,client
GET,/admin/drivers/vacations/stats,admin-dashboard/src/pages/drivers/tabs/Vacations.tsx,client
POST,/marketing/adspend/upload,admin-dashboard/src/pages/marketing/AdSpendUpload.tsx,axios
POST,/marketing/adspend/upload,admin-dashboard/src/pages/marketing/AdSpendUpload.tsx,client
POST,/segments/preview,admin-dashboard/src/pages/marketing/Segments.tsx,axios
POST,/segments/sync,admin-dashboard/src/pages/marketing/Segments.tsx,axios
POST,/segments/preview,admin-dashboard/src/pages/marketing/Segments.tsx,client
POST,/segments/sync,admin-dashboard/src/pages/marketing/Segments.tsx,client
GET,/opening-balance,admin-dashboard/src/pages/money/GeneralLedger.tsx,client
GET,/journals,admin-dashboard/src/pages/money/GeneralLedger.tsx,client
GET,/accounts/chart?onlyLeaf=1,admin-dashboard/src/pages/money/JournalEntries.tsx,axios
GET,/accounts/chart?onlyLeaf=1,admin-dashboard/src/pages/money/JournalEntries.tsx,client
POST,/opening-balance,admin-dashboard/src/pages/money/OpeningBalanceModal.tsx,client
GET,/reports/summary,admin-dashboard/src/pages/money/ReportsPage.tsx,client
GET,/partners/contracts/expiring,admin-dashboard/src/pages/parteners/ContractsWidget.tsx,client
GET,/partners,admin-dashboard/src/pages/parteners/PartnerDetails.tsx,axios
POST,/partners/upsert,admin-dashboard/src/pages/parteners/PartnerDetails.tsx,axios
GET,/partners,admin-dashboard/src/pages/parteners/PartnerDetails.tsx,client
POST,/partners/upsert,admin-dashboard/src/pages/parteners/PartnerDetails.tsx,client
GET,/admin/dashboard/support-tickets,admin-dashboard/src/pages/support/Inbox.tsx,axios
GET,/admin/dashboard/support-tickets,admin-dashboard/src/pages/support/Inbox.tsx,client
GET,/support/reports/summary,admin-dashboard/src/pages/support/Reports.tsx,axios
GET,/support/reports/summary,admin-dashboard/src/pages/support/Reports.tsx,client
GET,/accounts/chart,admin-dashboard/src/services/chartAccount.api.ts,axios
GET,/accounts/chart/tree,admin-dashboard/src/services/chartAccount.api.ts,axios
POST,/accounts/chart,admin-dashboard/src/services/chartAccount.api.ts,axios
GET,/accounts/chart,admin-dashboard/src/services/chartAccount.api.ts,client
GET,/accounts/chart/tree,admin-dashboard/src/services/chartAccount.api.ts,client
POST,/accounts/chart,admin-dashboard/src/services/chartAccount.api.ts,client
POST,/media/sign-upload,admin-dashboard/src/services/uploadService.ts,axios
POST,/media/sign-upload,admin-dashboard/src/services/uploadService.ts,client
POST,/akhdimni/errands/calculate-fee,app-user/src/api/akhdimniApi.ts,client
POST,/akhdimni/errands,app-user/src/api/akhdimniApi.ts,client
GET,/akhdimni/my-errands,app-user/src/api/akhdimniApi.ts,client
GET,/amani/my,app-user/src/api/amaniApi.ts,client
GET,/amani/search,app-user/src/api/amaniApi.ts,client
GET,/es3afni/stats,app-user/src/api/es3afniApi.ts,client
GET,/kawader/my,app-user/src/api/kawaderApi.ts,client
GET,/kawader/search,app-user/src/api/kawaderApi.ts,client
GET,/kenz/my,app-user/src/api/kenzApi.ts,client
GET,/kenz/search,app-user/src/api/kenzApi.ts,client
GET,/kenz/stats,app-user/src/api/kenzApi.ts,client
GET,/kenz/category,app-user/src/api/kenzApi.ts,client
GET,/maarouf/my,app-user/src/api/maaroufApi.ts,client
GET,/maarouf/search,app-user/src/api/maaroufApi.ts,client
GET,/delivery/order/my-orders,app-user/src/api/orders.ts,client
GET,/v2/wallet/balance,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/transactions,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/topup/methods,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/topup/kuraimi,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/topup/verify,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/topup/history,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/withdraw/methods,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/withdraw/request,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/withdraw/my,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/coupons/apply,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/coupons/validate,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/coupons/my,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/coupons/history,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/subscriptions/subscribe,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/subscriptions/my,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/pay-bill,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/bills,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/transfer,app-user/src/api/walletApi.ts,client
GET,/v2/wallet/transfers,app-user/src/api/walletApi.ts,client
POST,/v2/wallet/refund/request,app-user/src/api/walletApi.ts,client
GET,/users/me,app-user/src/auth/AuthContext.tsx,client
GET,/delivery/categories,app-user/src/components/CategoriesChips.tsx,client
POST,/delivery/cart/add,app-user/src/context/CartContext.tsx,client
POST,/delivery/cart/merge,app-user/src/context/CartContext.tsx,client
GET,/delivery/stores/search,app-user/src/screens/delivery/DeliverySearch.tsx,client
GET,/delivery/promotions/by-stores,app-user/src/screens/delivery/GroceryScreen.tsx,client
GET,/delivery/cart/fee,app-user/src/screens/delivery/InvoiceScreen.tsx,client
GET,/users/address,app-user/src/screens/delivery/InvoiceScreen.tsx,client
POST,/coupons/validate,app-user/src/screens/delivery/InvoiceScreen.tsx,client
POST,/delivery/order,app-user/src/screens/delivery/InvoiceScreen.tsx,client
DELETE,/users/me,app-user/src/screens/profile/UserProfileScreen.tsx,client
POST,/akhdimni/errands/calculate-fee,bthwani-web/src/api/akhdimni.ts,client
POST,/akhdimni/errands,bthwani-web/src/api/akhdimni.ts,client
GET,/akhdimni/my-errands,bthwani-web/src/api/akhdimni.ts,client
POST,/auth/forgot,bthwani-web/src/api/auth.ts,client
POST,/auth/reset/verify,bthwani-web/src/api/auth.ts,client
POST,/auth/reset,bthwani-web/src/api/auth.ts,client
POST,/auth/verify-otp,bthwani-web/src/api/auth.ts,client
DELETE,/delivery/cart,bthwani-web/src/api/cart.ts,client
POST,/coupons/validate,bthwani-web/src/api/cart.ts,client
POST,/errands/order,bthwani-web/src/api/delivery.ts,client
GET,/errands/categories,bthwani-web/src/api/delivery.ts,client
GET,/errands/drivers/available,bthwani-web/src/api/delivery.ts,client
POST,/notifications/register,bthwani-web/src/api/notifications.ts,axios
POST,/notifications/register,bthwani-web/src/api/notifications.ts,client
POST,/payments/create-session,bthwani-web/src/api/payments.ts,axios
POST,/payments/confirm,bthwani-web/src/api/payments.ts,axios
POST,/payments/create-session,bthwani-web/src/api/payments.ts,client
POST,/payments/confirm,bthwani-web/src/api/payments.ts,client
GET,/user/profile,bthwani-web/src/features/utilityGas/api.ts,client
GET,/delivery/promotions/by-stores,bthwani-web/src/pages/delivery/GroceryScreen.tsx,client
GET,/delivery/promotions,bthwani-web/src/pages/delivery/Home.tsx,client
GET,/delivery/categories,bthwani-web/src/pages/delivery/Home.tsx,client
GET,/delivery/stores,bthwani-web/src/pages/delivery/Home.tsx,client
GET,/delivery/deals,bthwani-web/src/pages/delivery/Home.tsx,client
GET,/auth/me,field-marketers/src/context/AuthContext.tsx,client
POST,/auth/delete-account/request,field-marketers/src/screens/account/ProfileScreen.tsx,client
DELETE,/auth/delete-account,field-marketers/src/screens/account/ProfileScreen.tsx,client
POST,/field/quick-onboard,field-marketers/src/screens/onboarding/OnboardingWizardScreen.tsx,client
GET,/drivers/me,rider-app/app/(driver)/locations.tsx,axios
POST,/drivers/locations,rider-app/app/(driver)/locations.tsx,axios
GET,/drivers/me,rider-app/app/(driver)/locations.tsx,client
POST,/drivers/locations,rider-app/app/(driver)/locations.tsx,client
ANY,/api/v1/driver/sos,rider-app/app/(driver)/triggerSOS.ts,fetch
GET,/akhdimni/driver/my-errands,rider-app/src/api/akhdimni.ts,axios
GET,/akhdimni/driver/my-errands,rider-app/src/api/akhdimni.ts,client
POST,/driver/login,rider-app/src/api/auth.ts,axios
POST,/driver/login,rider-app/src/api/auth.ts,client
GET,/drivers/withdrawals/my,rider-app/src/api/driver.ts,axios
POST,/drivers/withdrawals/request,rider-app/src/api/driver.ts,axios
GET,/drivers/withdrawals/my,rider-app/src/api/driver.ts,client
POST,/drivers/withdrawals/request,rider-app/src/api/driver.ts,client
POST,/rides/sos,rider-app/src/componant/triggerSOS.tsx,axios
POST,/rides/sos,rider-app/src/componant/triggerSOS.tsx,client
GET,/merchant/catalog/products,vendor-app/src/api/merchant.ts,client
GET,/groceries/catalog,vendor-app/src/screens/CatalogProductPickerScreen.tsx,client
POST,/vendor/auth/vendor-login,vendor-app/src/screens/LoginScreen.tsx,axios
POST,/vendor/auth/vendor-login,vendor-app/src/screens/LoginScreen.tsx,client
GET,/delivery/order/vendor/orders,vendor-app/src/screens/OrdersScreen.tsx,client
GET,/vendors/sales?limit=100,vendor-app/src/screens/VendorAccountStatementScreen.tsx,client
