method,path,file,framework
POST,/orders-cqrs/{id}/assign-driver,backend-nest/src/modules/order/order-cqrs.controller.ts,nest
POST,/orders-cqrs/{id}/cancel,backend-nest/src/modules/order/order-cqrs.controller.ts,nest
GET,/orders-cqrs/{id},backend-nest/src/modules/order/order-cqrs.controller.ts,nest
GET,/orders-cqrs,backend-nest/src/modules/order/order-cqrs.controller.ts,nest
POST,/,backend-nest/src/modules/order/order.controller.ts,nest
GET,/my-orders,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/assign-driver,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/notes,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/notes,backend-nest/src/modules/order/order.controller.ts,nest
GET,/vendor/orders,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/vendor-accept,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/vendor-cancel,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/pod,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/pod,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/cancel,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/return,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/rate,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/repeat,backend-nest/src/modules/order/order.controller.ts,nest
PATCH,/{id}/admin-status,backend-nest/src/modules/order/order.controller.ts,nest
GET,/export,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/tracking,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/schedule,backend-nest/src/modules/order/order.controller.ts,nest
GET,/public/{id}/status,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/live-tracking,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/driver-eta,backend-nest/src/modules/order/order.controller.ts,nest
POST,/{id}/update-location,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/route-history,backend-nest/src/modules/order/order.controller.ts,nest
GET,/{id}/delivery-timeline,backend-nest/src/modules/order/order.controller.ts,nest
POST,/api/v2/payments/holds/{holdId}/release,backend-nest/src/modules/payments/payments.controller.ts,nest
POST,/api/v2/payments/holds/{holdId}/refund,backend-nest/src/modules/payments/payments.controller.ts,nest
GET,/api/v2/payments/holds/{holdId},backend-nest/src/modules/payments/payments.controller.ts,nest
GET,/promotions/by-placement,backend-nest/src/modules/promotion/promotion.controller.ts,nest
POST,/promotions/{id}/click,backend-nest/src/modules/promotion/promotion.controller.ts,nest
POST,/promotions/{id}/conversion,backend-nest/src/modules/promotion/promotion.controller.ts,nest
GET,/promotions,backend-nest/src/modules/promotion/promotion.controller.ts,nest
GET,/promotions/{id},backend-nest/src/modules/promotion/promotion.controller.ts,nest
PATCH,/promotions/{id},backend-nest/src/modules/promotion/promotion.controller.ts,nest
DELETE,/promotions/{id},backend-nest/src/modules/promotion/promotion.controller.ts,nest
GET,/by-stores,backend-nest/src/modules/promotion/promotions-by-stores.controller.ts,nest
GET,/api/v2/sanad/{id},backend-nest/src/modules/sanad/sanad.controller.ts,nest
PATCH,/api/v2/sanad/{id},backend-nest/src/modules/sanad/sanad.controller.ts,nest
DELETE,/api/v2/sanad/{id},backend-nest/src/modules/sanad/sanad.controller.ts,nest
GET,/shifts,backend-nest/src/modules/shift/shift.controller.ts,nest
POST,/shifts,backend-nest/src/modules/shift/shift.controller.ts,nest
PATCH,/shifts/{id},backend-nest/src/modules/shift/shift.controller.ts,nest
POST,/shifts/{shiftId}/assign/{driverId},backend-nest/src/modules/shift/shift.controller.ts,nest
GET,/shifts/driver/{driverId},backend-nest/src/modules/shift/shift.controller.ts,nest
GET,/shifts/my-shifts,backend-nest/src/modules/shift/shift.controller.ts,nest
GET,/search,backend-nest/src/modules/store/delivery-store.controller.ts,nest
GET,/{id}/products,backend-nest/src/modules/store/delivery-store.controller.ts,nest
GET,/{id}/statistics,backend-nest/src/modules/store/delivery-store.controller.ts,nest
GET,/{id}/reviews,backend-nest/src/modules/store/delivery-store.controller.ts,nest
PUT,/{id},backend-nest/src/modules/store/delivery-store.controller.ts,nest
GET,/catalog,backend-nest/src/modules/store/groceries.controller.ts,nest
POST,/admin/stores,backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores,backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores/{id},backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/products,backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores/{id}/products,backend-nest/src/modules/store/store.controller.ts,nest
PATCH,/admin/stores/{id},backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/activate,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/deactivate,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/force-close,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/force-open,backend-nest/src/modules/store/store.controller.ts,nest
PATCH,/admin/stores/products/{id},backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores/{id}/analytics,backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores/products/{id}/variants,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/products/{id}/variants,backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores/{id}/inventory,backend-nest/src/modules/store/store.controller.ts,nest
DELETE,/admin/stores/{id},backend-nest/src/modules/store/store.controller.ts,nest
GET,/admin/stores/pending,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/approve,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/reject,backend-nest/src/modules/store/store.controller.ts,nest
POST,/admin/stores/{id}/suspend,backend-nest/src/modules/store/store.controller.ts,nest
GET,/support/tickets/{id},backend-nest/src/modules/support/support.controller.ts,nest
PATCH,/support/tickets/{id}/messages,backend-nest/src/modules/support/support.controller.ts,nest
PATCH,/support/tickets/{id}/rate,backend-nest/src/modules/support/support.controller.ts,nest
PATCH,/support/admin/tickets/{id}/assign,backend-nest/src/modules/support/support.controller.ts,nest
PATCH,/support/admin/tickets/{id}/resolve,backend-nest/src/modules/support/support.controller.ts,nest
GET,/support/admin/sla-metrics,backend-nest/src/modules/support/support.controller.ts,nest
GET,/profile,backend-nest/src/modules/user/user-compat.controller.ts,nest
GET,/me,backend-nest/src/modules/user/user.controller.ts,nest
PATCH,/me,backend-nest/src/modules/user/user.controller.ts,nest
PATCH,/profile,backend-nest/src/modules/user/user.controller.ts,nest
GET,/addresses,backend-nest/src/modules/user/user.controller.ts,nest
GET,/address,backend-nest/src/modules/user/user.controller.ts,nest
POST,/addresses,backend-nest/src/modules/user/user.controller.ts,nest
POST,/address,backend-nest/src/modules/user/user.controller.ts,nest
PATCH,/addresses/{addressId},backend-nest/src/modules/user/user.controller.ts,nest
DELETE,/addresses/{addressId},backend-nest/src/modules/user/user.controller.ts,nest
POST,/addresses/{addressId}/set-default,backend-nest/src/modules/user/user.controller.ts,nest
PATCH,/address/{id},backend-nest/src/modules/user/user.controller.ts,nest
DELETE,/address/{id},backend-nest/src/modules/user/user.controller.ts,nest
PATCH,/default-address,backend-nest/src/modules/user/user.controller.ts,nest
DELETE,/deactivate,backend-nest/src/modules/user/user.controller.ts,nest
POST,/pin/set,backend-nest/src/modules/user/user.controller.ts,nest
POST,/pin/verify,backend-nest/src/modules/user/user.controller.ts,nest
POST,/pin/change,backend-nest/src/modules/user/user.controller.ts,nest
GET,/pin/status,backend-nest/src/modules/user/user.controller.ts,nest
DELETE,/pin/reset/{userId},backend-nest/src/modules/user/user.controller.ts,nest
GET,/utility/options,backend-nest/src/modules/utility/utility.controller.ts,nest
POST,/utility/calculate-price,backend-nest/src/modules/utility/utility.controller.ts,nest
POST,/utility/pricing,backend-nest/src/modules/utility/utility.controller.ts,nest
GET,/utility/pricing,backend-nest/src/modules/utility/utility.controller.ts,nest
GET,/utility/pricing/{city},backend-nest/src/modules/utility/utility.controller.ts,nest
PATCH,/utility/pricing/{city},backend-nest/src/modules/utility/utility.controller.ts,nest
DELETE,/utility/pricing/{city},backend-nest/src/modules/utility/utility.controller.ts,nest
GET,/utility/daily,backend-nest/src/modules/utility/utility.controller.ts,nest
POST,/utility/daily,backend-nest/src/modules/utility/utility.controller.ts,nest
DELETE,/utility/daily/{id},backend-nest/src/modules/utility/utility.controller.ts,nest
DELETE,/utility/daily,backend-nest/src/modules/utility/utility.controller.ts,nest
GET,/utility/orders,backend-nest/src/modules/utility/utility.controller.ts,nest
GET,/utility/order/{id},backend-nest/src/modules/utility/utility.controller.ts,nest
PATCH,/utility/order/{id}/status,backend-nest/src/modules/utility/utility.controller.ts,nest
PATCH,/utility/order/{id}/cancel,backend-nest/src/modules/utility/utility.controller.ts,nest
POST,/utility/order/{id}/rate,backend-nest/src/modules/utility/utility.controller.ts,nest
POST,/utility/order/{id}/assign-driver,backend-nest/src/modules/utility/utility.controller.ts,nest
GET,/utility/admin/orders,backend-nest/src/modules/utility/utility.controller.ts,nest
POST,/vendors,backend-nest/src/modules/vendor/vendor.controller.ts,nest
GET,/vendors/{id},backend-nest/src/modules/vendor/vendor.controller.ts,nest
PATCH,/vendors/{id},backend-nest/src/modules/vendor/vendor.controller.ts,nest
PATCH,/vendors/{id}/status,backend-nest/src/modules/vendor/vendor.controller.ts,nest
POST,/vendors/{id}/reset-password,backend-nest/src/modules/vendor/vendor.controller.ts,nest
GET,/vendors/sales,backend-nest/src/modules/vendor/vendor.controller.ts,nest
POST,/coupons/apply,backend-nest/src/modules/wallet/v2-wallet.controller.ts,nest
GET,/coupons/my,backend-nest/src/modules/wallet/v2-wallet.controller.ts,nest
GET,/coupons/history,backend-nest/src/modules/wallet/v2-wallet.controller.ts,nest
GET,/subscriptions/my,backend-nest/src/modules/wallet/v2-wallet.controller.ts,nest
GET,/balance,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/transactions,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/transaction,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/hold,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/release,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/refund,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/topup/kuraimi,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/topup/verify,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/topup/history,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/topup/methods,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/withdraw/request,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/withdraw/my,backend-nest/src/modules/wallet/wallet.controller.ts,nest
PATCH,/withdraw/{id}/cancel,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/withdraw/methods,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/admin/withdrawals,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/admin/withdrawals/pending,backend-nest/src/modules/wallet/wallet.controller.ts,nest
PATCH,/admin/withdrawals/{id}/approve,backend-nest/src/modules/wallet/wallet.controller.ts,nest
PATCH,/admin/withdrawals/{id}/reject,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/pay-bill,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/bills,backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/transfer,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/transfers,backend-nest/src/modules/wallet/wallet.controller.ts,nest
GET,/transaction/{id},backend-nest/src/modules/wallet/wallet.controller.ts,nest
POST,/refund/request,backend-nest/src/modules/wallet/wallet.controller.ts,nest
PUT,/onboarding-slides/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
POST,/onboarding-slides,backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/onboarding-slides/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
PUT,/pages/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/pages/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
PUT,/strings/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
POST,/strings,backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/strings/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
PUT,/home-layouts/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
POST,/home-layouts,backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/home-layouts/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/drivers/leave-requests/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/drivers/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/drivers/shifts/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
DELETE,/drivers/assets/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
POST,/reports/export/{id}/{id},backend-nest/stub-endpoints/admin-stubs.ts,nest
GET,/order,backend-nest/stub-endpoints/delivery-stubs.ts,nest
DELETE,/cart/{id},backend-nest/stub-endpoints/delivery-stubs.ts,nest
GET,/order/user/{id},backend-nest/stub-endpoints/delivery-stubs.ts,nest
GET,/categories,backend-nest/stub-endpoints/delivery-stubs.ts,nest
GET,/stores/{id},backend-nest/stub-endpoints/delivery-stubs.ts,nest
GET,/cart/user/{id},backend-nest/stub-endpoints/delivery-stubs.ts,nest
GET,/cart/{id},backend-nest/stub-endpoints/delivery-stubs.ts,nest
GET,/promotions/by-stores,backend-nest/stub-endpoints/delivery-stubs.ts,nest
PUT,/stores/{id},backend-nest/stub-endpoints/delivery-stubs.ts,nest
POST,/order,backend-nest/stub-endpoints/errands-stubs.ts,nest
GET,/user/{id},backend-nest/stub-endpoints/errands-stubs.ts,nest
DELETE,/categories/{id},backend-nest/stub-endpoints/merchant-stubs.ts,nest
DELETE,/attributes/{id},backend-nest/stub-endpoints/merchant-stubs.ts,nest
POST,/wallet/coupons/apply,backend-nest/stub-endpoints/wallet-stubs.ts,nest
GET,/wallet/coupons/my,backend-nest/stub-endpoints/wallet-stubs.ts,nest
GET,/wallet/coupons/history,backend-nest/stub-endpoints/wallet-stubs.ts,nest
GET,/wallet/subscriptions/my,backend-nest/stub-endpoints/wallet-stubs.ts,nest
DELETE,/legal/account,backend-nest/tools/audit/store_backend_map.ts,nest
GET,/legal/export-data,backend-nest/tools/audit/store_backend_map.ts,nest
