module,controller,method,path,auth_guard,dto_in,dto_out,statuses,file,line
er,ERController,GET,/er/accounts/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/er/entities/chart-of-accounts.entity"").ChartOfAccounts",,src\modules\er\er.controller.ts,190
er,ERController,POST,/er/journal-entries,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateJournalEntryDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/er/entities/journal-entry.entity"").JournalEntry",,src\modules\er\er.controller.ts,198
er,ERController,GET,/er/journal-entries,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: string, @Query: string, @Query: string",any[],,src\modules\er\er.controller.ts,209
er,ERController,PATCH,/er/journal-entries/:id/post,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/er/entities/journal-entry.entity"").JournalEntry",,src\modules\er\er.controller.ts,227
er,ERController,GET,/er/reports/trial-balance,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,any[],,src\modules\er\er.controller.ts,238
finance,FinanceController,POST,/finance/commissions,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateCommissionDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/commission.entity"").Commission",,src\modules\finance\finance.controller.ts,53
finance,FinanceController,GET,/finance/commissions/my,@Auth(AuthType.FIREBASE),@Query: string,any[],,src\modules\finance\finance.controller.ts,61
finance,FinanceController,GET,/finance/commissions/stats/my,@Auth(AuthType.FIREBASE),,{ pending: { _id: string; total: number; count: number; } | { total: number; count: number; }; approved: { _id: string; total: number; count: number; } | { total: number; count: number; }; paid: { _id: string; total: number; count: number; } | { total: number; count: number; }; },,src\modules\finance\finance.controller.ts,71
finance,FinanceController,PATCH,/finance/commissions/:id/approve,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/commission.entity"").Commission",,src\modules\finance\finance.controller.ts,78
finance,FinanceController,PATCH,/finance/commissions/:id/cancel,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/commission.entity"").Commission",,src\modules\finance\finance.controller.ts,86
finance,FinanceController,POST,/finance/payouts/batches,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: { commissionIds: string[]; batch: CreatePayoutBatchDto },"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/payout-batch.entity"").PayoutBatch",,src\modules\finance\finance.controller.ts,96
finance,FinanceController,GET,/finance/payouts/batches,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: number, @Query: string",,,src\modules\finance\finance.controller.ts,111
finance,FinanceController,GET,/finance/payouts/batches/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/payout-batch.entity"").PayoutBatch",,src\modules\finance\finance.controller.ts,123
finance,FinanceController,GET,/finance/payouts/batches/:id/items,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,any[],,src\modules\finance\finance.controller.ts,131
finance,FinanceController,PATCH,/finance/payouts/batches/:id/approve,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: ApprovePayoutBatchDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/payout-batch.entity"").PayoutBatch",,src\modules\finance\finance.controller.ts,139
finance,FinanceController,PATCH,/finance/payouts/batches/:id/complete,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: { transactionIds: Record<string, string> }","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/payout-batch.entity"").PayoutBatch",,src\modules\finance\finance.controller.ts,151
finance,FinanceController,POST,/finance/settlements,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateSettlementDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/settlement.entity"").Settlement",,src\modules\finance\finance.controller.ts,164
finance,FinanceController,GET,/finance/settlements/entity/:entityId,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin', 'vendor', 'driver')","@Param: string, @Query: string, @Query: string",any[],,src\modules\finance\finance.controller.ts,172
finance,FinanceController,GET,/finance/settlements/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin', 'vendor', 'driver')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/settlement.entity"").Settlement",,src\modules\finance\finance.controller.ts,184
finance,FinanceController,PATCH,/finance/settlements/:id/approve,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: ApproveSettlementDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/settlement.entity"").Settlement",,src\modules\finance\finance.controller.ts,192
finance,FinanceController,POST,/finance/coupons,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateFinancialCouponDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/financial-coupon.entity"").FinancialCoupon",,src\modules\finance\finance.controller.ts,206
finance,FinanceController,POST,/finance/coupons/validate,@Auth(AuthType.FIREBASE),@Body: ValidateCouponDto,{ valid: boolean; message: string; discountAmount?: undefined; couponId?: undefined; code?: undefined; description?: undefined; } | { valid: boolean; discountAmount: number; couponId: unknown; code: string; description: string; message?: undefined; },,src\modules\finance\finance.controller.ts,217
finance,FinanceController,GET,/finance/coupons,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: boolean,any[],,src\modules\finance\finance.controller.ts,227
finance,FinanceController,PATCH,/finance/coupons/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: UpdateFinancialCouponDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/financial-coupon.entity"").FinancialCoupon",,src\modules\finance\finance.controller.ts,235
finance,FinanceController,POST,/finance/reconciliations,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: { startDate: string; endDate: string; periodType: string },"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/reconciliation.entity"").Reconciliation",,src\modules\finance\finance.controller.ts,248
finance,FinanceController,GET,/finance/reconciliations,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: string,any[],,src\modules\finance\finance.controller.ts,264
finance,FinanceController,GET,/finance/reconciliations/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/reconciliation.entity"").Reconciliation",,src\modules\finance\finance.controller.ts,272
finance,FinanceController,PATCH,/finance/reconciliations/:id/actual-totals,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: {
      totalDeposits: number;
      totalWithdrawals: number;
      totalFees: number;
    }","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/reconciliation.entity"").Reconciliation",,src\modules\finance\finance.controller.ts,280
finance,FinanceController,POST,/finance/reconciliations/:id/issues,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: any","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/reconciliation.entity"").Reconciliation",,src\modules\finance\finance.controller.ts,296
finance,FinanceController,PATCH,/finance/reconciliations/:id/issues/:issueIndex/resolve,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Param: number, @Body: { resolution: string }","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/reconciliation.entity"").Reconciliation",,src\modules\finance\finance.controller.ts,304
finance,FinanceController,POST,/finance/reports/daily,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: { date: string },"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/daily-report.entity"").DailyReport",,src\modules\finance\finance.controller.ts,324
finance,FinanceController,GET,/finance/reports/daily/:date,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/daily-report.entity"").DailyReport | null",,src\modules\finance\finance.controller.ts,332
finance,FinanceController,GET,/finance/reports,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Query: string, @Query: string",any[],,src\modules\finance\finance.controller.ts,340
finance,FinanceController,PATCH,/finance/reports/:id/finalize,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/finance/entities/daily-report.entity"").DailyReport",,src\modules\finance\finance.controller.ts,354
health,HealthController,GET,/health,@Public,,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/node_modules/@nestjs/terminus/dist/health-check/health-check-result.interface"").HealthCheckResult","200, 503",src\modules\health\health.controller.ts,31
health,HealthController,GET,/health/liveness,@Public,,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/node_modules/@nestjs/terminus/dist/health-check/health-check-result.interface"").HealthCheckResult",200,src\modules\health\health.controller.ts,66
health,HealthController,GET,/health/readiness,@Public,,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/node_modules/@nestjs/terminus/dist/health-check/health-check-result.interface"").HealthCheckResult","200, 503",src\modules\health\health.controller.ts,79
health,HealthController,GET,/health/advanced,@Public,,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/node_modules/@nestjs/terminus/dist/health-check/health-check-result.interface"").HealthCheckResult","200, 503",src\modules\health\health.controller.ts,99
health,HealthController,GET,/health/startup,@Public,,,"200, 503",src\modules\health\health.controller.ts,132
health,HealthController,GET,/health/detailed,@Public,,,200,src\modules\health\health.controller.ts,163
health,HealthController,GET,/health/metrics,@Public,,,200,src\modules\health\health.controller.ts,227
health,HealthController,GET,/health/info,@Public,,,200,src\modules\health\health.controller.ts,254
legal,LegalController,GET,/legal/privacy-policy,@Public,@Query: string,{ id: unknown; version: string; content: string; effectiveDate: Date; updatedAt: Date; },"200, 404",src\modules\legal\legal.controller.ts,36
legal,LegalController,GET,/legal/terms-of-service,@Public,@Query: string,{ id: unknown; version: string; content: string; effectiveDate: Date; updatedAt: Date; },"200, 404",src\modules\legal\legal.controller.ts,51
legal,LegalController,POST,/legal/consent,UnifiedAuthGuard,@Body: RecordConsentDto,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/user-consent.entity"").UserConsent, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/user-consent.entity"").UserConsent & Required<{ _id: unknown; }> & { __v: number; }","201, 400, 401",src\modules\legal\legal.controller.ts,68
legal,LegalController,GET,/legal/consent/my,UnifiedAuthGuard,,"(import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/user-consent.entity"").UserConsent, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/user-consent.entity"").UserConsent & Required<{ _id: unknown; }> & { __v: number; })[]","200, 401",src\modules\legal\legal.controller.ts,88
legal,LegalController,GET,/legal/consent/check/:type,UnifiedAuthGuard,@Param: 'privacy_policy' | 'terms_of_service',{ hasConsent: boolean; requiresUpdate: boolean; currentVersion?: undefined; consentedVersion?: undefined; } | { hasConsent: boolean; requiresUpdate: boolean; currentVersion: string; consentedVersion: string | undefined; },"200, 401",src\modules\legal\legal.controller.ts,99
legal,LegalController,GET,/legal/admin/privacy-policies,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",,"(import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/privacy-policy.entity"").PrivacyPolicy, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/privacy-policy.entity"").PrivacyPolicy & Required<{ _id: unknown; }> & { __v: number; })[]","200, 401, 403",src\modules\legal\legal.controller.ts,115
legal,LegalController,POST,/legal/admin/privacy-policy,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",@Body: CreatePrivacyPolicyDto,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/privacy-policy.entity"").PrivacyPolicy, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/privacy-policy.entity"").PrivacyPolicy & Required<{ _id: unknown; }> & { __v: number; }","201, 400, 401, 403",src\modules\legal\legal.controller.ts,127
legal,LegalController,PATCH,/legal/admin/privacy-policy/:id/activate,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",@Param: string,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/privacy-policy.entity"").PrivacyPolicy, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/privacy-policy.entity"").PrivacyPolicy & Required<{ _id: unknown; }> & { __v: number; }","200, 404, 401, 403",src\modules\legal\legal.controller.ts,140
legal,LegalController,GET,/legal/admin/terms-of-service,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",,"(import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/terms-of-service.entity"").TermsOfService, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/terms-of-service.entity"").TermsOfService & Required<{ _id: unknown; }> & { __v: number; })[]","200, 401, 403",src\modules\legal\legal.controller.ts,153
legal,LegalController,POST,/legal/admin/terms-of-service,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",@Body: CreateTermsOfServiceDto,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/terms-of-service.entity"").TermsOfService, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/terms-of-service.entity"").TermsOfService & Required<{ _id: unknown; }> & { __v: number; }","201, 400, 401, 403",src\modules\legal\legal.controller.ts,165
legal,LegalController,PATCH,/legal/admin/terms-of-service/:id/activate,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",@Param: string,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/terms-of-service.entity"").TermsOfService, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/legal/entities/terms-of-service.entity"").TermsOfService & Required<{ _id: unknown; }> & { __v: number; }","200, 404, 401, 403",src\modules\legal\legal.controller.ts,178
legal,LegalController,GET,/legal/admin/consent/statistics,"UnifiedAuthGuard, RolesGuard, @Roles(UserRole.ADMIN, UserRole.SUPERADMIN)",,{ privacyPolicyConsents: number; termsOfServiceConsents: number; uniqueUsers: number; },"200, 401, 403",src\modules\legal\legal.controller.ts,191
marketer,MarketerController,GET,/marketer/profile,@Auth(AuthType.MARKETER_JWT),,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/marketer.entity"").Marketer, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/marketer.entity"").Marketer & Required<{ _id: unknown; }> & { __v: number; }",,src\modules\marketer\marketer.controller.ts,26
marketer,MarketerController,PATCH,/marketer/profile,@Auth(AuthType.MARKETER_JWT),@Body: any,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/marketer.entity"").Marketer, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/marketer.entity"").Marketer & Required<{ _id: unknown; }> & { __v: number; }",,src\modules\marketer\marketer.controller.ts,34
marketer,MarketerController,POST,/marketer/onboarding,@Auth(AuthType.MARKETER_JWT),"@Body: {
      storeName: string;
      ownerName: string;
      phone: string;
      email?: string;
      address: any;
      type: 'store' | 'vendor' | 'driver';
    }","import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding & Required<{ _id: unknown; }> & { __v: number; }",,src\modules\marketer\marketer.controller.ts,47
marketer,MarketerController,GET,/marketer/onboarding/my,@Auth(AuthType.MARKETER_JWT),@Query: string,"{ data: (import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\marketer\marketer.controller.ts,66
marketer,MarketerController,GET,/marketer/onboarding/:id,@Auth(AuthType.MARKETER_JWT),@Param: string,"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding & Required<{ _id: unknown; }> & { __v: number; }",,src\modules\marketer\marketer.controller.ts,77
marketer,MarketerController,POST,/marketer/quick-onboard,@Auth(AuthType.MARKETER_JWT),@Body: { phone: string; storeName: string; location: any },"import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding & Required<{ _id: unknown; }> & { __v: number; }",,src\modules\marketer\marketer.controller.ts,87
marketer,MarketerController,POST,/marketer/referrals/generate-code,@Auth(AuthType.MARKETER_JWT),,{ code: string; },,src\modules\marketer\marketer.controller.ts,100
marketer,MarketerController,GET,/marketer/referrals/my,@Auth(AuthType.MARKETER_JWT),,"{ data: (import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/referral-event.entity"").ReferralEvent, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/referral-event.entity"").ReferralEvent & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\marketer\marketer.controller.ts,108
marketer,MarketerController,GET,/marketer/referrals/statistics,@Auth(AuthType.MARKETER_JWT),,{ total: number; successful: number; pending: number; },,src\modules\marketer\marketer.controller.ts,116
marketer,MarketerController,GET,/marketer/stores/my,@Auth(AuthType.MARKETER_JWT),,"{ data: (import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\marketer\marketer.controller.ts,126
marketer,MarketerController,GET,/marketer/stores/:id,@Auth(AuthType.MARKETER_JWT),@Param: string,{ store: {}; },,src\modules\marketer\marketer.controller.ts,134
marketer,MarketerController,GET,/marketer/stores/:id/performance,@Auth(AuthType.MARKETER_JWT),"@Param: string, @Query: string, @Query: string",{ orders: number; revenue: number; rating: number; },,src\modules\marketer\marketer.controller.ts,142
marketer,MarketerController,GET,/marketer/vendors/my,@Auth(AuthType.MARKETER_JWT),,"{ data: (import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/onboarding.entity"").Onboarding & Required<{ _id: unknown; }> & { __v: number; })[]; total: number; }",,src\modules\marketer\marketer.controller.ts,160
marketer,MarketerController,GET,/marketer/vendors/:id,@Auth(AuthType.MARKETER_JWT),@Param: string,{ vendor: {}; },,src\modules\marketer\marketer.controller.ts,168
marketer,MarketerController,GET,/marketer/commissions/my,@Auth(AuthType.MARKETER_JWT),@Query: string,{ data: never[]; total: number; totalAmount: number; },,src\modules\marketer\marketer.controller.ts,178
marketer,MarketerController,GET,/marketer/commissions/statistics,@Auth(AuthType.MARKETER_JWT),,{ total: number; pending: number; paid: number; },,src\modules\marketer\marketer.controller.ts,189
marketer,MarketerController,GET,/marketer/commissions/pending,@Auth(AuthType.MARKETER_JWT),,{ data: never[]; total: number; totalAmount: number; },,src\modules\marketer\marketer.controller.ts,197
marketer,MarketerController,GET,/marketer/overview,@Auth(AuthType.MARKETER_JWT),,"{ marketer: import(""mongoose"").Document<unknown, {}, import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/marketer.entity"").Marketer, {}, {}> & import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/marketer/entities/marketer.entity"").Marketer & Required<{ _id: unknown; }> & { __v: number; }; stats: { totalOnboardings: number; totalReferrals: number; totalEarnings: number; }; }",,src\modules\marketer\marketer.controller.ts,207
marketer,MarketerController,GET,/marketer/statistics/today,@Auth(AuthType.MARKETER_JWT),,{ onboardings: number; earnings: number; },,src\modules\marketer\marketer.controller.ts,215
marketer,MarketerController,GET,/marketer/statistics/month,@Auth(AuthType.MARKETER_JWT),,{ onboardings: number; earnings: number; },,src\modules\marketer\marketer.controller.ts,223
marketer,MarketerController,GET,/marketer/earnings,@Auth(AuthType.MARKETER_JWT),"@Query: string, @Query: string",{ totalEarnings: number; totalCommissions: number; bonuses: number; breakdown: never[]; },,src\modules\marketer\marketer.controller.ts,233
marketer,MarketerController,GET,/marketer/earnings/breakdown,@Auth(AuthType.MARKETER_JWT),,{ byType: never[]; byMonth: never[]; },,src\modules\marketer\marketer.controller.ts,245
marketer,MarketerController,POST,/marketer/files/upload,@Auth(AuthType.MARKETER_JWT),@Body: { fileUrl: string; type: string; relatedTo?: string },{ success: boolean; fileId: string; },,src\modules\marketer\marketer.controller.ts,255
marketer,MarketerController,GET,/marketer/files,@Auth(AuthType.MARKETER_JWT),,{ data: never[]; },,src\modules\marketer\marketer.controller.ts,266
marketer,MarketerController,GET,/marketer/notifications,@Auth(AuthType.MARKETER_JWT),,{ data: never[]; },,src\modules\marketer\marketer.controller.ts,276
marketer,MarketerController,PATCH,/marketer/notifications/:id/read,@Auth(AuthType.MARKETER_JWT),@Param: string,{ success: boolean; },,src\modules\marketer\marketer.controller.ts,284
marketer,MarketerController,GET,/marketer/territory/stats,@Auth(AuthType.MARKETER_JWT),,{ territory: any; stores: number; earnings: number; },,src\modules\marketer\marketer.controller.ts,294
merchant,MerchantController,POST,/merchant,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateMerchantDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant.entity"").Merchant",,src\modules\merchant\merchant.controller.ts,46
merchant,MerchantController,GET,/merchant,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Query: boolean,any[],,src\modules\merchant\merchant.controller.ts,55
merchant,MerchantController,GET,/merchant/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin', 'vendor')",@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant.entity"").Merchant",,src\modules\merchant\merchant.controller.ts,64
merchant,MerchantController,PATCH,/merchant/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin', 'vendor')","@Param: string, @Body: UpdateMerchantDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant.entity"").Merchant",,src\modules\merchant\merchant.controller.ts,73
merchant,MerchantController,DELETE,/merchant/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Param: string,{ message: string; },,src\modules\merchant\merchant.controller.ts,85
merchant,MerchantController,POST,/merchant/catalog/products,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateProductCatalogDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/product-catalog.entity"").ProductCatalog",,src\modules\merchant\merchant.controller.ts,97
merchant,MerchantController,GET,/merchant/catalog/products,,@Query: string,any[],,src\modules\merchant\merchant.controller.ts,106
merchant,MerchantController,GET,/merchant/catalog/products/:id,,@Param: string,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/product-catalog.entity"").ProductCatalog",,src\modules\merchant\merchant.controller.ts,112
merchant,MerchantController,PATCH,/merchant/catalog/products/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: UpdateProductCatalogDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/product-catalog.entity"").ProductCatalog",,src\modules\merchant\merchant.controller.ts,118
merchant,MerchantController,POST,/merchant/products,@Auth(AuthType.VENDOR_JWT),@Body: CreateMerchantProductDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant-product.entity"").MerchantProduct",,src\modules\merchant\merchant.controller.ts,132
merchant,MerchantController,GET,/merchant/:merchantId/products,,"@Param: string, @Query: string, @Query: boolean",any[],,src\modules\merchant\merchant.controller.ts,140
merchant,MerchantController,GET,/merchant/stores/:storeId/products,,"@Param: string, @Query: string",any[],,src\modules\merchant\merchant.controller.ts,154
merchant,MerchantController,PATCH,/merchant/products/:id,@Auth(AuthType.VENDOR_JWT),"@Param: string, @Body: UpdateMerchantProductDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant-product.entity"").MerchantProduct",,src\modules\merchant\merchant.controller.ts,163
merchant,MerchantController,PATCH,/merchant/products/:id/stock,@Auth(AuthType.VENDOR_JWT),"@Param: string, @Body: { quantity: number }","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant-product.entity"").MerchantProduct",,src\modules\merchant\merchant.controller.ts,174
merchant,MerchantController,POST,/merchant/categories,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateMerchantCategoryDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant-category.entity"").MerchantCategory",,src\modules\merchant\merchant.controller.ts,187
merchant,MerchantController,GET,/merchant/categories,,@Query: string,any[],,src\modules\merchant\merchant.controller.ts,196
merchant,MerchantController,PATCH,/merchant/categories/:id,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')","@Param: string, @Body: UpdateMerchantCategoryDto","import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/merchant-category.entity"").MerchantCategory",,src\modules\merchant\merchant.controller.ts,202
merchant,MerchantController,POST,/merchant/attributes,"@Auth(AuthType.JWT), @Roles('admin', 'superadmin')",@Body: CreateAttributeDto,"import(""D:/Bthwani Project/backend/bthwani-backend-nest/src/modules/merchant/entities/attribute.entity"").Attribute",,src\modules\merchant\merchant.controller.ts,216
merchant,MerchantController,GET,/merchant/attributes,,,any[],,src\modules\merchant\merchant.controller.ts,225
